Codice,Data,Piezometria (m),Soggiacenza (m)
BO13-00,23/4/2019,0.92,35.48
BO13-00,8/10/2019,-1.67,38.07
BO13-00,16/6/2020,0.50,35.90
BO13-00,3/11/2020,-2.57,38.97
BO13-00,13/4/2021,-1.14,37.54
BO13-00,4/11/2021,-4.70,41.10
BO13-00,26/4/2022,-0.73,37.13
BO13-00,29/11/2022,-5.86,42.26
BO13-00,16/11/2023,-3.43,39.83
BO13-00,15/4/2024,-0.91,37.31
BO13-00,26/11/2024,-1.22,37.62
BO14-00,26/5/2009,16.82,20.07
BO14-00,17/11/2009,16.62,20.27
BO14-00,15/6/2010,17.31,19.58
BO14-00,16/9/2010,17.82,19.07
BO14-00,21/4/2011,19.25,17.64
BO14-00,8/11/2011,18.52,18.37
BO14-00,9/5/2012,18.24,18.65
BO14-00,25/10/2012,17.59,19.30
BO14-00,20/6/2013,18.45,18.44
BO14-00,17/12/2013,18.76,18.13
BO14-00,28/5/2014,20.28,16.61
BO14-00,18/12/2014,20.79,16.10
BO14-00,21/4/2015,21.36,15.53
BO14-00,5/11/2015,21.87,15.02
BO14-00,16/6/2016,19.15,17.74
BO14-00,3/11/2016,21.73,15.16
BO14-00,28/3/2017,20.84,16.05
BO14-00,8/11/2017,20.08,16.81
BO14-00,29/3/2018,19.55,17.34
BO14-00,24/9/2018,19.56,17.33
BO14-00,23/4/2019,19.10,17.79
BO14-00,8/10/2019,18.67,18.22
BO14-00,16/6/2020,18.91,17.98
BO14-00,3/11/2020,30.69,6.20
BO14-00,13/4/2021,18.66,18.23
BO14-00,4/11/2021,18.17,18.72
BO14-00,26/4/2022,18.20,18.69
BO14-00,29/11/2022,17.54,19.35
BO14-00,30/3/2023,17.32,19.57
BO14-00,16/11/2023,17.85,19.04
BO14-00,26/11/2024,18.39,18.50
BO15-01,26/5/2009,-10.90,52.40
BO15-01,3/9/2009,-16.30,57.80
BO15-01,17/11/2009,-14.10,55.60
BO15-01,15/6/2010,-6.90,48.40
BO15-01,16/9/2010,-7.30,48.80
BO15-01,21/4/2011,-3.45,44.95
BO15-01,30/11/2011,-5.97,47.47
BO15-01,26/4/2012,-1.69,43.19
BO15-01,25/10/2012,-6.10,47.60
BO15-01,8/7/2013,-0.71,42.21
BO15-01,17/12/2013,1.35,40.15
BO15-01,28/5/2014,5.00,36.50
BO15-01,16/12/2014,6.18,35.32
BO15-01,21/4/2015,7.02,34.48
BO15-01,5/11/2015,4.33,37.17
BO15-01,16/6/2016,8.52,32.98
BO15-01,3/11/2016,3.60,37.90
BO15-01,28/3/2017,5.50,36.00
BO15-01,8/11/2017,-2.75,44.25
BO15-01,29/3/2018,-0.70,42.20
BO15-01,24/9/2018,-1.97,43.47
BO15-01,21/3/2019,-2.85,44.35
BO15-01,8/10/2019,-4.75,46.25
BO15-01,4/6/2020,-1.60,43.10
BO15-01,3/11/2020,-5.92,47.42
BO15-01,13/4/2021,-3.93,45.43
BO15-01,4/11/2021,-8.35,49.85
BO15-01,31/5/2022,-2.24,43.74
BO15-01,27/10/2022,-8.90,50.40
BO15-01,29/3/2023,-7.00,48.50
BO15-01,30/3/2023,3.25,38.25
BO15-01,5/6/2024,-2.40,43.90
BO15-01,12/11/2024,-4.77,46.27
BO16-00,26/5/2009,-6.93,50.12
BO16-00,17/11/2009,-11.63,54.82
BO16-00,15/6/2010,-4.43,47.62
BO16-00,16/9/2010,-3.73,46.92
BO16-00,21/4/2011,0.79,42.40
BO16-00,8/11/2011,24.14,19.05
BO16-00,26/4/2012,1.28,41.91
BO16-00,25/10/2012,-1.45,44.64
BO16-00,20/6/2013,1.97,41.22
BO16-00,17/12/2013,4.65,38.54
BO16-00,28/5/2014,18.47,24.72
BO16-00,16/12/2014,9.04,34.15
BO16-00,21/4/2015,9.99,33.20
BO16-00,5/11/2015,18.33,24.86
BO16-00,3/11/2016,7.09,36.10
BO16-00,28/3/2017,8.53,34.66
BO16-00,8/11/2017,1.32,41.87
BO16-00,29/3/2018,2.36,40.83
BO16-00,24/9/2018,1.97,41.22
BO16-01,5/6/2024,-3.60,40.60
BO16-01,26/11/2024,-5.63,42.63
BO17-00,26/5/2009,-7.75,45.05
BO17-00,17/11/2009,-10.58,47.88
BO17-00,15/6/2010,-4.25,41.55
BO17-00,16/9/2010,-4.45,41.75
BO17-00,21/4/2011,-0.25,37.55
BO17-00,30/11/2011,-2.62,39.92
BO17-00,26/4/2012,1.10,36.20
BO17-00,25/10/2012,-3.16,40.46
BO17-00,20/6/2013,2.10,35.20
BO17-00,17/12/2013,-0.25,37.55
BO17-00,28/5/2014,0.05,37.25
BO17-00,16/12/2014,8.83,28.47
BO17-00,21/4/2015,13.20,24.10
BO17-00,16/6/2016,10.28,27.02
BO17-00,3/11/2016,-1.67,38.97
BO17-00,4/4/2017,8.45,28.85
BO17-00,10/10/2017,0.25,37.05
BO17-00,19/3/2018,1.55,35.75
BO17-00,10/4/2019,2.21,35.09
BO17-00,11/11/2019,-3.15,40.45
BO17-00,11/11/2020,-5.65,42.95
BO17-00,26/5/2021,0.44,36.86
BO17-00,10/11/2021,-4.95,42.25
BO17-00,18/5/2022,-0.23,37.53
BO17-00,20/10/2022,-5.54,42.84
BO17-00,19/6/2023,-0.73,38.03
BO17-00,15/5/2024,-0.05,37.35
BO17-00,2/12/2024,-0.65,37.95
BO18-00,11/6/2009,51.84,16.67
BO18-00,19/11/2009,59.41,9.10
BO18-00,8/6/2010,51.83,16.68
BO18-00,28/9/2010,51.28,17.23
BO18-00,9/6/2011,51.31,17.20
BO18-00,26/10/2011,49.36,19.15
BO18-00,3/5/2012,48.03,20.48
BO18-00,18/10/2012,43.91,24.60
BO18-00,13/6/2013,54.06,14.45
BO18-00,5/12/2013,50.14,18.37
BO18-00,1/4/2014,52.11,16.40
BO18-00,16/10/2014,51.15,17.36
BO18-00,26/3/2015,53.46,15.05
BO18-00,2/12/2015,50.11,18.40
BO18-01,9/6/2016,51.91,23.09
BO18-01,28/11/2016,52.35,22.65
BO18-01,16/5/2017,50.44,24.56
BO18-01,26/10/2017,47.13,27.87
BO18-01,5/11/2018,52.85,22.15
BO18-01,5/3/2019,51.80,23.20
BO18-01,10/10/2019,52.00,23.00
BO18-01,4/6/2020,49.80,25.20
BO18-01,13/10/2020,51.20,23.80
BO18-01,8/4/2021,51.00,24.00
BO18-01,3/11/2021,47.96,27.04
BO18-01,19/4/2022,48.32,26.68
BO18-01,20/10/2022,46.38,28.62
BO18-01,28/9/2023,52.78,22.22
BO18-01,16/5/2024,53.00,22.00
BO18-01,24/9/2024,52.91,22.09
BO19-00,2/4/2009,44.54,4.62
BO19-00,31/5/2010,44.42,4.74
BO19-00,9/12/2010,44.48,4.68
BO19-00,14/4/2011,44.72,4.44
BO19-00,27/10/2011,43.94,5.22
BO19-00,12/4/2012,43.76,5.40
BO19-00,23/10/2012,42.76,6.40
BO19-00,16/4/2013,44.93,4.23
BO19-00,11/11/2013,44.20,4.96
BO19-00,3/4/2014,44.61,4.55
BO19-00,18/11/2014,44.63,4.53
BO19-00,2/4/2015,45.46,3.70
BO19-00,13/10/2015,44.16,5.00
BO19-00,22/3/2016,44.76,4.40
BO19-00,23/11/2016,44.07,5.09
BO19-00,4/4/2017,43.81,5.35
BO19-00,10/10/2017,42.72,6.44
BO19-00,19/3/2018,43.96,5.20
BO19-00,18/4/2019,44.17,4.99
BO19-00,29/11/2019,43.73,5.43
BO19-00,11/11/2020,42.36,6.80
BO19-00,26/10/2021,43.26,5.90
BO19-00,24/11/2021,42.61,6.55
BO19-00,18/5/2022,42.54,6.62
BO19-00,20/11/2022,44.46,4.70
BO19-00,22/6/2023,43.26,5.90
BO19-00,13/11/2023,43.16,6.00
BO19-00,15/5/2024,43.16,6.00
BO20-00,10/4/2014,-13.46,60.89
BO20-00,15/1/2016,8.43,39.00
BO20-00,15/2/2016,11.57,35.86
BO20-00,15/3/2016,12.12,35.31
BO20-00,15/4/2016,12.94,34.49
BO20-00,15/5/2016,13.37,34.06
BO20-00,15/6/2016,13.63,33.80
BO20-00,15/7/2016,12.25,35.18
BO20-00,15/8/2016,10.84,36.59
BO20-00,15/9/2016,8.83,38.60
BO20-00,15/10/2016,8.38,39.05
BO20-00,15/11/2016,8.73,38.70
BO20-00,15/12/2016,10.27,37.16
BO20-00,15/1/2020,-5.17,52.60
BO20-00,15/2/2020,-4.29,51.72
BO20-00,15/3/2020,-3.47,50.90
BO20-00,15/4/2020,-2.92,50.35
BO20-00,15/5/2020,-2.91,50.34
BO20-00,15/6/2020,-2.55,49.98
BO20-00,15/7/2020,-3.19,50.62
BO20-00,15/8/2020,-4.32,51.75
BO20-00,15/9/2020,-6.01,53.44
BO20-00,15/10/2020,-6.46,53.89
BO20-00,15/11/2020,-6.33,53.76
BO20-00,15/12/2020,-6.68,54.11
BO20-01,15/1/2009,-12.85,54.85
BO20-01,15/2/2009,-14.85,56.85
BO20-01,15/3/2009,-13.85,55.85
BO20-01,15/4/2009,-16.35,58.35
BO20-01,15/5/2009,-16.35,58.35
BO20-01,15/6/2009,-13.88,55.88
BO20-01,15/10/2009,-21.85,63.85
BO20-01,15/11/2009,-19.35,61.35
BO20-01,15/1/2010,-15.05,57.05
BO20-01,15/2/2010,-11.35,53.35
BO20-01,15/3/2010,-12.55,54.55
BO20-01,15/4/2010,-13.05,55.05
BO20-01,13/5/2010,-13.16,55.16
BO20-01,15/5/2010,-15.05,57.05
BO20-01,15/6/2010,-8.81,50.81
BO20-01,15/7/2010,-10.05,52.05
BO20-01,15/8/2010,-11.05,53.05
BO20-01,15/9/2010,-10.05,52.05
BO20-01,15/10/2010,-14.05,56.05
BO20-01,15/11/2010,-10.38,52.38
BO20-01,15/12/2010,-10.05,52.05
BO20-01,15/1/2011,-10.05,52.05
BO20-01,15/2/2011,-7.05,49.05
BO20-01,15/3/2011,-7.05,49.05
BO20-01,15/4/2011,-4.55,46.55
BO20-01,15/5/2011,-7.38,49.38
BO20-01,15/6/2011,-6.05,48.05
BO20-01,15/7/2011,-7.05,49.05
BO20-01,15/8/2011,-7.05,49.05
BO20-01,15/9/2011,-8.55,50.55
BO20-01,15/10/2011,-10.05,52.05
BO20-01,15/11/2011,-11.05,53.05
BO20-01,15/12/2011,-6.05,48.05
BO20-01,15/1/2012,-6.05,48.05
BO20-01,15/3/2012,-10.05,52.05
BO20-01,15/4/2012,-4.05,46.05
BO20-01,15/5/2012,-7.52,49.52
BO20-01,15/6/2012,-4.05,46.05
BO20-01,15/7/2012,-10.05,52.05
BO20-01,15/9/2012,-8.05,50.05
BO20-01,15/10/2012,-9.05,51.05
BO20-01,15/11/2012,-8.05,50.05
BO20-01,15/12/2012,-6.05,48.05
BO20-01,15/1/2013,-6.55,48.55
BO20-01,15/2/2013,-3.05,45.05
BO20-01,15/3/2013,-2.05,44.05
BO20-01,15/4/2013,-7.05,49.05
BO20-01,15/5/2013,-2.05,44.05
BO20-01,15/6/2013,-2.05,44.05
BO20-01,15/7/2013,-1.05,43.05
BO20-01,15/8/2013,-2.05,44.05
BO20-01,15/9/2013,-2.05,44.05
BO20-01,15/10/2013,-1.05,43.05
BO20-01,15/11/2013,-3.69,45.69
BO20-01,15/12/2013,-4.30,46.30
BO20-01,15/1/2014,-4.14,46.14
BO20-01,15/2/2014,-7.55,49.55
BO20-01,15/3/2014,-8.05,50.05
BO20-01,15/4/2014,-7.72,49.72
BO20-01,15/5/2014,-4.55,46.55
BO20-01,15/6/2014,-1.55,43.55
BO20-01,15/7/2014,-9.05,51.05
BO20-01,15/8/2014,-7.55,49.55
BO20-01,15/9/2014,-7.05,49.05
BO20-01,15/10/2014,-8.05,50.05
BO20-01,15/11/2014,-8.05,50.05
BO20-01,15/12/2014,-5.55,47.55
BO20-01,15/1/2015,-7.55,49.55
BO20-01,15/2/2015,-7.86,49.86
BO20-01,15/3/2015,-4.56,46.56
BO20-01,15/11/2015,-6.05,48.05
BO20-01,15/5/2016,-6.66,48.66
BO20-01,15/6/2016,-7.66,49.66
BO20-01,15/8/2016,-4.66,46.66
BO20-01,15/10/2016,-2.16,44.16
BO20-01,15/11/2016,-3.16,45.16
BO20-01,15/1/2017,1.59,40.41
BO20-01,15/2/2017,-0.66,42.66
BO20-01,15/3/2017,-1.66,43.66
BO20-01,15/4/2017,-2.16,44.16
BO20-01,15/5/2017,-1.16,43.16
BO20-01,31/5/2017,0.55,41.45
BO20-01,15/6/2017,-3.08,45.08
BO20-01,15/7/2017,-4.74,46.74
BO20-01,15/8/2017,-6.16,48.16
BO20-01,15/9/2017,-9.58,51.58
BO20-01,15/10/2017,-8.16,50.16
BO20-01,15/11/2017,-5.16,47.16
BO20-01,15/12/2017,-6.16,48.16
BO20-01,15/1/2018,-3.16,45.16
BO20-01,15/2/2018,-2.16,44.16
BO20-01,15/3/2018,-3.66,45.66
BO20-01,15/4/2018,-2.56,44.56
BO20-01,15/5/2018,-0.16,42.16
BO20-01,24/5/2018,-3.06,45.06
BO20-01,15/6/2018,-1.16,43.16
BO20-01,15/7/2018,-3.58,45.58
BO20-01,15/8/2018,-6.16,48.16
BO20-01,15/9/2018,-8.23,50.23
BO20-01,15/10/2018,-8.16,50.16
BO20-01,13/11/2018,-9.41,51.41
BO20-01,15/11/2018,-7.16,49.16
BO20-01,15/1/2019,-7.41,49.41
BO20-01,15/2/2019,-5.66,47.66
BO20-01,15/3/2019,-5.16,47.16
BO20-01,15/4/2019,-6.16,48.16
BO20-01,15/5/2019,-6.16,48.16
BO20-01,15/6/2019,-9.16,51.16
BO20-01,15/7/2019,-8.16,50.16
BO20-01,15/8/2019,-9.76,51.76
BO20-01,15/9/2019,-8.16,50.16
BO20-01,15/10/2019,-9.41,51.41
BO20-01,15/11/2019,-8.66,50.66
BO20-01,15/12/2019,-8.16,50.16
BO20-01,15/1/2020,-6.16,48.16
BO20-01,15/2/2020,-4.16,46.16
BO20-01,15/3/2020,-2.16,44.16
BO20-01,15/4/2020,-2.16,44.16
BO20-01,15/5/2020,-4.44,46.44
BO20-01,11/6/2020,-5.06,47.06
BO20-01,15/6/2020,-6.16,48.16
BO20-01,15/7/2020,-6.16,48.16
BO20-01,15/8/2020,-6.91,48.91
BO20-01,15/9/2020,-11.83,53.83
BO20-01,15/10/2020,-9.16,51.16
BO20-01,15/11/2020,-11.16,53.16
BO20-01,15/12/2020,-9.16,51.16
BO20-01,15/1/2021,-8.66,50.66
BO20-01,15/3/2021,-6.16,48.16
BO20-01,15/4/2021,-3.16,45.16
BO20-01,15/5/2021,-3.16,45.16
BO20-01,15/6/2021,-2.16,44.16
BO20-01,15/7/2021,-6.16,48.16
BO20-01,15/8/2021,-10.29,52.29
BO20-01,15/9/2021,-12.16,54.16
BO20-01,15/10/2021,-11.16,53.16
BO20-01,15/11/2021,-10.16,52.16
BO20-01,15/12/2021,-10.16,52.16
BO20-01,15/1/2022,-8.16,50.16
BO20-01,15/2/2022,-8.16,50.16
BO20-01,15/3/2022,-4.16,46.16
BO20-01,15/4/2022,-5.16,47.16
BO20-01,15/5/2022,-2.66,44.66
BO20-01,15/6/2022,-3.16,45.16
BO20-01,15/7/2022,-7.20,49.20
BO20-01,15/8/2022,-11.76,53.76
BO20-01,15/9/2022,-13.16,55.16
BO20-01,15/10/2022,-13.16,55.16
BO20-01,15/11/2022,-13.16,55.16
BO20-01,15/12/2022,-12.56,54.56
BO20-01,15/1/2023,-12.91,54.91
BO20-01,15/2/2023,-8.16,50.16
BO20-01,15/3/2023,-6.16,48.16
BO20-01,15/4/2023,-5.16,47.16
BO20-01,15/5/2023,-4.16,46.16
BO20-01,15/6/2023,-3.16,45.16
BO20-01,15/7/2023,-3.16,45.16
BO20-01,15/8/2023,-7.49,49.49
BO20-01,15/9/2023,-9.96,51.96
BO20-01,15/10/2023,-13.66,55.66
BO20-01,15/11/2023,-8.16,50.16
BO20-01,15/12/2023,-6.16,48.16
BO20-01,15/1/2024,-5.16,47.16
BO20-01,15/2/2024,-4.16,46.16
BO20-01,15/3/2024,-4.66,46.66
BO20-01,15/4/2024,-1.16,43.16
BO20-01,15/5/2024,-3.76,45.76
BO20-01,15/6/2024,-5.16,47.16
BO20-01,15/8/2024,-5.66,47.66
BO20-01,15/9/2024,-6.16,48.16
BO20-01,15/10/2024,-7.04,49.04
BO20-01,15/11/2024,-6.16,48.16
BO20-01,15/12/2024,-6.16,48.16
BO23-00,21/5/2009,5.64,7.80
BO23-00,20/5/2010,5.27,8.17
BO23-00,24/11/2010,6.47,6.97
BO23-00,24/11/2011,7.06,6.38
BO23-00,31/5/2012,7.65,5.79
BO23-00,20/11/2012,7.30,6.14
BO23-00,21/5/2013,8.01,5.43
BO23-00,12/11/2013,7.07,6.37
BO23-00,5/6/2014,7.67,5.77
BO23-00,13/11/2014,9.07,4.37
BO23-00,25/5/2015,8.97,4.47
BO23-00,26/11/2015,10.16,3.28
BO23-00,12/5/2016,10.53,2.91
BO23-00,22/11/2016,10.58,2.86
BO23-00,29/3/2018,10.37,3.07
BO23-00,29/11/2018,10.07,3.37
BO23-00,15/3/2019,10.17,3.27
BO23-00,21/11/2019,10.28,3.16
BO23-00,20/10/2020,9.53,3.91
BO23-00,10/5/2021,9.59,3.85
BO23-00,6/10/2021,9.17,4.27
BO23-00,13/4/2022,9.58,3.86
BO23-00,10/10/2022,9.27,4.17
BO23-01,21/5/2009,5.98,9.87
BO23-01,19/10/2009,6.02,9.83
BO23-01,20/5/2010,5.15,10.70
BO23-01,24/11/2010,6.25,9.60
BO23-01,12/5/2011,6.13,9.72
BO23-01,24/11/2011,5.68,10.17
BO23-01,31/5/2012,6.57,9.28
BO23-01,20/11/2012,6.58,9.27
BO23-01,21/5/2013,8.59,7.26
BO23-01,12/11/2013,5.70,10.15
BO23-01,5/6/2014,7.88,7.97
BO23-01,13/11/2014,9.94,5.91
BO23-01,21/5/2015,3.45,12.40
BO23-01,26/11/2015,7.96,7.89
BO23-01,12/5/2016,8.85,7.00
BO23-01,22/11/2016,8.42,7.43
BO23-01,17/5/2017,8.13,7.72
BO23-01,12/10/2017,4.96,10.89
BO23-01,15/3/2018,7.53,8.32
BO23-01,27/11/2018,8.20,7.65
BO23-01,9/5/2019,7.59,8.26
BO23-01,28/10/2019,7.61,8.24
BO23-01,4/11/2020,6.92,8.93
BO23-01,24/6/2021,6.78,9.07
BO23-01,14/10/2021,5.63,10.22
BO23-01,31/3/2022,6.65,9.20
BO23-01,2/11/2022,6.16,9.69
BO23-01,23/3/2023,8.00,7.85
BO23-01,16/11/2023,6.56,9.29
BO23-01,9/4/2024,6.83,9.02
BO23-01,19/11/2024,7.41,8.44
BO24-01,7/4/2009,-4.43,29.03
BO24-01,1/10/2009,-5.66,30.26
BO24-01,13/4/2010,9.72,14.88
BO24-01,23/9/2010,-1.73,26.33
BO24-01,29/3/2011,7.71,16.89
BO24-01,1/12/2011,-0.14,24.74
BO24-01,29/3/2012,2.03,22.57
BO24-01,6/11/2012,1.48,23.12
BO24-01,28/3/2013,12.24,12.36
BO24-01,10/10/2013,4.93,19.67
BO24-01,29/5/2014,10.62,13.98
BO24-01,26/11/2014,8.99,15.61
BO24-01,31/3/2015,9.59,15.01
BO24-01,6/10/2015,7.57,17.03
BO24-01,24/3/2016,16.17,8.43
BO24-01,29/9/2016,14.45,10.15
BO24-01,6/4/2017,8.39,16.21
BO24-01,17/10/2017,10.07,14.53
BO24-01,14/11/2018,1.27,23.33
BO24-01,29/3/2019,1.45,23.15
BO24-01,8/11/2019,-0.62,25.22
BO24-01,20/10/2020,-0.97,25.57
BO24-01,16/4/2021,1.39,23.21
BO24-01,6/10/2021,-0.73,25.33
BO24-01,3/5/2022,8.63,15.97
BO24-01,10/10/2022,4.07,20.53
BO24-01,31/3/2023,5.07,19.53
BO24-01,22/11/2023,0.27,24.33
BO24-01,15/5/2024,2.47,22.13
BO24-01,13/11/2024,1.67,22.93
BO25-03,12/5/2009,0.20,23.20
BO25-03,3/6/2010,0.90,22.50
BO25-03,26/10/2010,1.54,21.86
BO25-03,31/3/2011,2.67,20.73
BO25-03,29/11/2011,2.40,21.00
BO26-00,7/5/2009,8.38,15.95
BO26-00,3/11/2009,8.43,15.90
BO26-00,9/11/2010,9.33,15.00
BO26-00,25/5/2011,9.64,14.69
BO26-00,13/12/2011,3.88,20.45
BO26-00,17/5/2012,13.37,10.96
BO26-00,4/12/2012,10.12,14.21
BO26-00,4/6/2013,11.01,13.32
BO26-00,26/11/2013,11.34,12.99
BO26-00,17/6/2014,13.15,11.18
BO26-00,2/12/2014,12.26,12.07
BO26-00,19/5/2015,12.85,11.48
BO26-00,29/10/2015,13.30,11.03
BO26-01,3/12/2024,10.22,10.78
BO27-00,15/1/2009,-19.71,50.29
BO27-00,15/2/2009,-16.71,47.29
BO27-00,15/3/2009,-15.12,45.70
BO27-00,15/4/2009,-16.71,47.29
BO27-00,15/7/2009,-12.71,43.29
BO27-00,15/8/2009,-17.11,47.69
BO27-00,15/9/2009,-18.71,49.29
BO27-00,15/10/2009,-22.71,53.29
BO27-00,15/11/2009,-20.71,51.29
BO27-00,15/12/2009,-15.71,46.29
BO27-00,15/1/2010,-16.68,47.26
BO27-00,15/2/2010,-14.68,45.26
BO27-00,15/3/2010,-16.35,46.93
BO27-00,15/4/2010,-17.68,48.26
BO27-00,13/5/2010,-14.97,45.55
BO27-00,15/5/2010,-14.18,44.76
BO27-00,15/6/2010,-15.68,46.26
BO27-00,15/7/2010,-15.68,46.26
BO27-00,15/8/2010,-15.18,45.76
BO27-00,15/9/2010,-13.68,44.26
BO27-00,15/10/2010,-13.68,44.26
BO27-00,15/11/2010,-15.68,46.26
BO27-00,15/12/2010,-11.18,41.76
BO27-00,15/1/2011,-11.68,42.26
BO27-00,15/2/2011,-11.56,42.14
BO27-00,15/3/2011,-13.68,44.26
BO27-00,15/4/2011,-13.83,44.41
BO27-00,15/5/2011,-12.68,43.26
BO27-00,15/6/2011,-13.15,43.73
BO27-00,15/7/2011,-12.68,43.26
BO27-00,15/8/2011,-14.67,45.25
BO27-00,15/9/2011,-15.65,46.23
BO27-00,15/10/2011,-16.03,46.61
BO27-00,15/11/2011,-16.13,46.71
BO27-00,15/12/2011,-15.87,46.45
BO27-00,15/1/2012,-12.15,42.73
BO27-00,15/2/2012,-11.45,42.03
BO27-00,15/3/2012,-12.74,43.32
BO27-00,15/4/2012,-11.42,42.00
BO27-00,15/5/2012,-10.80,41.38
BO27-00,15/6/2012,-10.55,41.13
BO27-00,15/7/2012,-16.42,47.00
BO27-00,15/8/2012,-18.98,49.56
BO27-00,15/9/2012,-18.87,49.45
BO27-00,15/10/2012,-17.82,48.40
BO27-00,15/11/2012,-13.42,44.00
BO27-00,15/12/2012,-12.51,43.09
BO27-00,15/1/2013,-10.47,41.05
BO27-00,15/2/2013,-12.06,42.64
BO27-00,15/3/2013,-8.18,38.76
BO27-00,15/4/2013,-7.18,37.76
BO27-00,15/5/2013,-7.68,38.26
BO27-00,15/6/2013,-6.43,37.01
BO27-00,15/7/2013,-6.43,37.01
BO27-00,15/8/2013,-5.18,35.76
BO27-00,15/9/2013,-11.20,41.78
BO27-00,15/10/2013,-15.56,46.14
BO27-00,15/12/2013,-11.49,42.07
BO27-00,15/1/2014,-9.91,40.49
BO27-00,15/2/2014,-9.71,40.29
BO27-00,15/3/2014,-8.20,38.78
BO27-00,15/4/2014,-7.83,38.41
BO27-00,15/5/2014,-7.62,38.20
BO27-00,15/6/2014,-6.74,37.32
BO27-00,15/7/2014,-10.79,41.37
BO27-00,15/8/2014,-12.89,43.47
BO27-00,15/9/2014,-12.92,43.50
BO27-00,15/10/2014,-7.94,38.52
BO27-00,15/11/2014,-10.41,40.99
BO27-00,15/12/2014,-5.18,35.76
BO27-00,15/1/2015,-8.70,39.28
BO27-00,15/2/2015,-10.76,41.34
BO27-00,15/3/2015,-7.48,38.06
BO27-00,15/4/2015,-11.16,41.74
BO27-00,15/11/2015,-5.18,35.76
BO27-00,24/11/2015,0.81,29.77
BO27-00,15/4/2016,-10.97,41.55
BO27-00,15/5/2016,-1.97,32.55
BO27-00,15/6/2016,0.53,30.05
BO27-00,15/7/2016,-1.97,32.55
BO27-00,15/10/2016,-4.97,35.55
BO27-00,15/11/2016,-3.97,34.55
BO27-00,15/1/2017,-0.47,31.05
BO27-00,15/2/2017,-2.97,33.55
BO27-00,15/3/2017,-0.22,30.80
BO27-00,15/4/2017,-4.30,34.88
BO27-00,15/5/2017,1.03,29.55
BO27-00,31/5/2017,-6.20,36.78
BO27-00,15/6/2017,-5.47,36.05
BO27-00,15/7/2017,-7.47,38.05
BO27-00,15/8/2017,-8.47,39.05
BO27-00,15/10/2017,-10.72,41.30
BO27-00,15/11/2017,-6.97,37.55
BO27-00,5/12/2017,-7.27,37.85
BO27-00,15/1/2018,-8.97,39.55
BO27-00,15/2/2018,-8.97,39.55
BO27-00,15/3/2018,-8.30,38.88
BO27-00,15/4/2018,-9.47,40.05
BO27-00,15/5/2018,-7.74,38.32
BO27-00,15/6/2018,-6.47,37.05
BO27-00,15/7/2018,-6.47,37.05
BO27-00,15/8/2018,-8.64,39.22
BO27-00,15/9/2018,-10.67,41.25
BO27-00,15/10/2018,-11.64,42.22
BO27-00,13/11/2018,-15.73,46.31
BO27-00,15/11/2018,-11.47,42.05
BO27-00,15/12/2018,-12.97,43.55
BO27-00,15/1/2019,-8.97,39.55
BO27-00,15/2/2019,-9.97,40.55
BO27-00,15/3/2019,-10.17,40.75
BO27-00,15/4/2019,-8.97,39.55
BO27-00,15/5/2019,-8.97,39.55
BO27-00,15/8/2019,-12.97,43.55
BO27-00,15/9/2019,-12.47,43.05
BO27-00,15/10/2019,-17.47,48.05
BO27-00,15/11/2019,-15.97,46.55
BO27-00,15/12/2019,-15.30,45.88
BO27-00,15/1/2020,-10.47,41.05
BO27-00,15/2/2020,-9.14,39.72
BO27-00,15/4/2020,-6.97,37.55
BO27-00,15/5/2020,-12.97,43.55
BO27-00,11/6/2020,-5.77,36.35
BO27-00,15/6/2020,-7.97,38.55
BO27-00,15/7/2020,-10.37,40.95
BO27-00,15/8/2020,-13.47,44.05
BO27-00,15/9/2020,-14.47,45.05
BO27-00,15/10/2020,-15.47,46.05
BO27-00,15/11/2020,-12.90,43.48
BO27-00,15/12/2020,-9.30,39.88
BO27-00,15/1/2021,-9.64,40.22
BO27-00,15/2/2021,-9.47,40.05
BO27-00,15/3/2021,-9.47,40.05
BO27-00,15/4/2021,-11.64,42.22
BO27-00,15/5/2021,-11.97,42.55
BO27-00,15/6/2021,-5.97,36.55
BO27-00,15/7/2021,-6.97,37.55
BO27-00,15/8/2021,-12.97,43.55
BO27-00,15/10/2021,-12.97,43.55
BO27-00,15/11/2021,-13.97,44.55
BO27-00,15/12/2021,-13.97,44.55
BO27-00,15/1/2022,-12.76,43.34
BO27-00,15/2/2022,-8.97,39.55
BO27-00,15/3/2022,-6.97,37.55
BO27-00,15/4/2022,-5.97,36.55
BO27-00,15/5/2022,-9.11,39.69
BO27-00,15/6/2022,-10.37,40.95
BO27-00,15/7/2022,-15.97,46.55
BO27-00,15/10/2022,-15.47,46.05
BO27-00,15/12/2022,-18.47,49.05
BO27-00,15/1/2023,-12.97,43.55
BO27-00,15/2/2023,-9.97,40.55
BO27-00,15/3/2023,-8.97,39.55
BO27-00,15/4/2023,-6.97,37.55
BO27-00,15/5/2023,-6.97,37.55
BO27-00,15/6/2023,-7.97,38.55
BO27-00,15/8/2023,-13.77,44.35
BO27-00,15/11/2023,-13.97,44.55
BO27-00,15/12/2023,-8.97,39.55
BO27-00,15/2/2024,-6.97,37.55
BO27-00,15/4/2024,-7.75,38.33
BO27-00,15/5/2024,-6.97,37.55
BO27-00,15/6/2024,-6.97,37.55
BO27-00,15/7/2024,-10.97,41.55
