Codice,Data,Piezometria (m),Soggiacenza (m)
PR93-02,2/5/2019,77.40,11.60
PR93-02,28/10/2019,76.65,12.35
PR93-02,8/10/2020,75.22,13.78
PR93-02,28/4/2021,78.50,10.50
PR93-02,25/10/2021,76.90,12.10
PR93-02,21/11/2022,76.35,12.65
PR93-02,31/5/2023,75.90,13.10
PR93-02,7/11/2023,78.80,10.20
PR93-02,7/5/2024,77.70,11.30
PR93-02,26/9/2024,74.95,14.05
PR94-00,21/5/2009,81.90,21.60
PR94-00,7/9/2009,80.75,22.75
PR94-00,12/5/2010,82.35,21.15
PR94-00,6/9/2010,80.90,22.60
PR94-00,9/5/2011,81.45,22.05
PR94-00,13/9/2011,80.80,22.70
PR94-00,23/5/2013,84.75,18.75
PR94-00,12/9/2013,80.88,22.62
PR94-00,8/5/2014,82.08,21.42
PR94-00,2/9/2014,80.90,22.60
PR94-00,11/5/2015,82.10,21.40
PR94-00,14/9/2015,80.70,22.80
PR94-00,12/5/2016,80.80,22.70
PR94-00,7/9/2016,80.50,23.00
PR94-00,8/5/2017,80.20,23.30
PR94-00,5/9/2017,80.50,23.00
PR94-00,2/5/2018,81.00,22.50
PR94-00,18/9/2018,80.60,22.90
PR94-00,8/5/2019,80.80,22.70
PR94-00,9/9/2019,80.60,22.90
PR94-00,23/9/2020,80.60,22.90
PR94-00,28/4/2021,80.90,22.60
PR94-00,28/9/2021,80.95,22.55
PR94-00,3/5/2022,80.60,22.90
PR94-00,10/10/2022,80.60,22.90
PR94-00,3/5/2023,80.60,22.90
PR94-00,21/9/2023,80.50,23.00
PR94-00,8/5/2024,81.10,22.40
PR94-00,28/10/2024,81.10,22.40
PR99-00,17/5/2010,136.30,12.80
PR99-00,13/9/2010,131.88,17.22
PR99-00,10/5/2011,137.70,11.40
PR99-00,13/9/2011,130.65,18.45
PR99-00,2/5/2012,133.25,15.85
PR99-00,6/9/2012,123.63,25.47
PR99-00,8/5/2014,137.50,11.60
PR99-00,24/9/2014,136.40,12.70
PR99-00,11/5/2015,140.02,9.08
PR99-00,8/9/2015,132.65,16.45
PR99-00,16/5/2016,136.10,13.00
PR99-00,7/9/2016,126.70,22.40
PR99-00,27/4/2017,129.48,19.62
PR99-00,5/9/2017,119.97,29.13
PRA0-00,5/5/2009,>117.8,<-0.30
PRA0-00,7/9/2009,115.80,1.70
PRA0-00,17/5/2010,116.80,0.70
PRA0-00,6/9/2010,114.95,2.55
PRA0-00,16/5/2011,115.30,2.20
PRA0-00,13/9/2011,115.40,2.10
PRA0-00,23/5/2012,116.75,0.75
PRA0-00,11/9/2012,115.45,2.05
PRA0-00,23/5/2013,116.40,1.10
PRA0-00,12/9/2013,116.08,1.42
PRA0-00,8/5/2014,117.35,0.15
PRA0-00,10/7/2014,116.80,0.70
PRA0-00,24/9/2014,116.10,1.40
PRA0-00,11/5/2015,116.91,0.59
PRA0-00,8/10/2015,115.20,2.30
PRA0-00,16/5/2016,116.00,1.50
PRA0-00,7/9/2016,114.90,2.60
PRA0-00,8/5/2017,114.40,3.10
PRA0-00,5/9/2017,113.60,3.90
PRA0-00,15/5/2018,117.00,0.50
PRA0-00,18/9/2018,115.20,2.30
PRA0-00,8/5/2019,117.40,0.10
PRA0-00,28/10/2019,114.97,2.53
PRA0-00,23/9/2020,115.22,2.28
PRA0-00,5/5/2021,116.80,0.70
PRA0-00,28/9/2021,114.93,2.57
PRA0-00,3/5/2022,115.30,2.20
PRA0-00,10/10/2022,113.95,3.55
PRA0-00,7/6/2023,116.90,0.60
PRA0-00,3/10/2023,114.80,2.70
PRA0-00,8/5/2024,117.30,0.20
PRA0-00,28/10/2024,117.60,-0.10
PRA1-00,5/5/2009,133.50,10.00
PRA1-00,7/9/2009,127.90,15.60
PRA1-00,17/5/2010,132.41,11.09
PRA1-00,13/9/2010,128.10,15.40
PRA1-00,10/5/2011,130.05,13.45
PRA1-00,13/9/2011,127.10,16.40
PRA1-00,2/5/2012,126.65,16.85
PRA1-00,6/9/2012,125.00,18.50
PRA1-00,9/5/2013,136.00,7.50
PRA1-00,4/9/2013,128.25,15.25
PRA1-00,8/5/2014,132.92,10.58
PRA1-00,10/7/2014,130.30,13.20
PRA1-00,24/9/2014,130.70,12.80
PRA1-00,11/5/2015,131.75,11.75
PRA2-00,5/5/2009,191.98,2.02
PRA2-00,7/9/2009,191.50,2.50
PRA2-00,17/5/2010,191.90,2.10
PRA2-00,6/9/2010,191.68,2.32
PRA2-00,10/5/2011,191.90,2.10
PRA2-00,13/9/2011,191.65,2.35
PRA2-00,22/5/2012,191.98,2.02
PRA2-00,6/9/2012,191.53,2.47
PRA2-00,9/5/2013,191.85,2.15
PRA2-00,17/9/2013,191.60,2.40
PRA2-00,8/5/2014,191.97,2.03
PRA2-00,11/9/2014,191.76,2.24
PRA2-00,8/9/2015,191.52,2.48
PRA2-00,7/9/2016,191.50,2.50
PRA2-00,27/4/2017,191.78,2.22
PRA2-00,10/5/2018,191.85,2.15
PRA2-00,19/9/2018,191.58,2.42
PRA2-00,8/5/2019,192.50,1.50
PRA2-00,9/9/2019,191.65,2.35
PRA2-00,22/9/2020,191.71,2.29
PRA2-00,5/5/2021,191.75,2.25
PRA2-00,29/9/2021,191.61,2.39
PRA2-00,3/5/2022,191.80,2.20
PRA2-00,5/10/2022,191.63,2.37
PRA2-00,21/9/2023,191.48,2.52
PRA2-00,22/5/2024,192.70,1.30
PRA2-00,7/11/2024,191.85,2.15
PRA5-01,3/5/2011,29.90,2.10
PRA5-01,5/9/2011,28.43,3.57
PRA5-01,18/9/2012,27.30,4.70
PRA5-01,3/9/2013,28.55,3.45
PRA5-01,20/5/2015,29.90,2.10
PRA5-01,7/9/2015,28.62,3.38
PRA5-01,18/5/2016,27.55,4.45
PRA5-01,5/9/2016,27.20,4.80
PRA5-01,10/5/2017,26.90,5.10
PRA5-01,9/10/2017,26.65,5.35
PRA5-01,17/4/2018,26.05,5.95
PRA5-01,17/9/2018,26.70,5.30
PRA5-02,18/10/2022,25.35,6.65
PRA5-02,27/4/2023,25.13,6.87
PRA5-02,12/10/2023,25.05,6.95
PRA5-02,18/6/2024,26.60,5.40
PRA5-02,14/11/2024,27.40,4.60
PRA6-00,11/5/2009,23.19,1.81
PRA6-00,31/8/2009,21.47,3.53
PRA6-00,31/8/2010,21.72,3.28
PRA6-00,16/5/2011,22.32,2.68
PRA6-00,6/9/2011,21.22,3.78
PRA6-00,20/6/2012,20.67,4.33
PRA7-00,11/5/2009,24.50,1.00
PRA7-00,31/8/2009,21.48,4.02
PRA7-00,31/8/2010,22.35,3.15
PRA7-00,16/5/2011,22.40,3.10
PRA7-00,6/9/2011,22.00,3.50
PRB3-00,23/6/2017,53.80,20.80
PRB3-00,26/4/2018,55.07,19.53
PRB4-00,3/9/2013,51.41,12.09
PRB4-00,18/5/2015,53.69,9.81
PRB4-00,14/9/2015,51.35,12.15
PRB4-00,18/5/2016,50.21,13.29
PRB4-00,22/5/2017,47.29,16.21
PRB4-00,23/6/2017,46.41,17.09
PRB4-00,4/9/2017,45.05,18.45
PRB4-00,7/5/2018,46.46,17.04
PRB4-00,18/9/2018,46.26,17.24
PRB4-00,17/4/2019,47.01,16.49
PRB4-00,12/9/2019,47.51,15.99
PRB4-00,9/12/2019,48.22,15.28
PRB4-00,28/9/2020,48.14,15.36
PRB4-00,19/4/2021,50.35,13.15
PRB4-00,8/9/2021,48.45,15.05
PRB4-00,21/10/2021,48.29,15.21
PRB4-00,27/1/2022,48.01,15.49
PRB4-00,13/4/2022,47.81,15.69
PRB4-00,1/7/2022,47.03,16.47
PRB4-00,18/10/2022,45.98,17.52
PRB4-00,18/4/2023,46.31,17.19
PRB4-00,11/7/2023,45.68,17.82
PRB4-00,29/9/2023,44.91,18.59
PRB4-00,2/4/2024,46.41,17.09
PRB4-00,20/9/2024,48.81,14.69
PRB5-00,25/5/2011,154.20,3.80
PRB5-00,7/9/2011,154.23,3.77
PRB5-00,23/5/2012,153.96,4.04
PRB5-00,11/9/2012,153.51,4.49
PRB5-00,23/5/2013,155.11,2.89
PRB5-00,12/9/2013,153.72,4.28
PRB5-00,20/5/2014,154.43,3.57
PRB5-00,30/9/2014,154.28,3.72
PRB5-00,25/5/2015,154.61,3.39
PRB5-00,21/9/2015,153.91,4.09
PRB5-00,16/5/2016,154.26,3.74
PRB5-00,7/9/2016,153.86,4.14
PRB5-00,8/5/2017,154.66,3.34
PRB5-00,15/5/2018,153.86,4.14
PRB5-00,18/9/2018,153.51,4.49
PRB5-00,16/9/2019,153.61,4.39
PRB5-00,23/9/2020,153.27,4.73
PRB5-00,19/5/2021,154.47,3.53
PRB5-00,28/9/2021,153.63,4.37
PRB5-00,3/5/2022,154.36,3.64
PRB5-00,10/10/2022,153.31,4.69
PRB5-00,7/6/2023,153.96,4.04
PRB5-00,18/10/2023,153.46,4.54
PRB5-00,8/5/2024,154.51,3.49
PRB5-00,28/10/2024,154.86,3.14
PRB8-00,14/9/2016,36.20,21.80
PRB8-00,5/6/2017,45.40,12.60
PRB8-00,11/10/2017,41.85,16.15
PRB8-00,25/9/2018,45.37,12.63
PRB8-00,20/5/2019,47.53,10.47
PRB8-00,10/5/2022,46.65,11.35
PRB8-00,19/10/2022,44.45,13.55
PRB8-00,9/5/2023,47.00,11.00
PRB8-00,17/10/2023,45.50,12.50
PRB8-00,4/6/2024,49.10,8.90
PRB9-00,26/9/2022,45.00,6.00
PRB9-00,9/5/2023,50.22,0.78
PRB9-00,27/9/2023,48.08,2.92
PRB9-00,15/5/2024,51.00,0.00
PRB9-00,16/10/2024,51.00,0.00
PRC0-00,14/9/2016,54.40,7.10
PRC0-00,31/5/2017,54.40,7.10
PRC0-00,11/9/2017,54.40,7.10
PRC0-00,22/5/2018,54.40,7.10
PRC0-00,24/9/2018,54.40,7.10
PRC0-00,15/5/2019,54.40,7.10
RA-F01-00,12/3/2010,2.79,2.21
RA-F01-00,11/6/2010,2.09,2.91
RA-F01-00,22/7/2010,1.60,3.40
RA-F01-00,25/11/2010,1.86,3.14
RA-F01-00,5/4/2011,2.51,2.49
RA-F01-00,12/10/2011,1.17,3.83
RA-F01-00,11/4/2012,1.42,3.58
RA-F01-00,14/5/2012,1.10,3.90
RA-F01-00,13/8/2012,0.78,4.22
RA-F01-00,22/10/2012,0.73,4.27
RA-F01-00,12/11/2012,0.78,4.22
RA-F01-00,19/12/2012,0.85,4.15
RA-F01-00,14/2/2013,1.08,3.92
RA-F01-00,15/3/2013,1.68,3.32
RA-F01-00,22/4/2013,1.96,3.04
RA-F01-00,15/5/2013,1.91,3.09
RA-F01-00,17/6/2013,1.66,3.34
RA-F01-00,13/8/2013,1.34,3.66
RA-F01-00,23/9/2013,1.23,3.77
RA-F01-00,30/9/2013,1.37,3.63
RA-F01-00,13/11/2013,1.25,3.75
RA-F01-00,16/12/2013,1.38,3.62
RA-F01-00,15/1/2014,1.58,3.42
RA-F01-00,24/2/2014,2.13,2.87
RA-F01-00,12/3/2014,2.46,2.54
RA-F01-00,16/4/2014,2.17,2.83
RA-F01-00,17/4/2014,2.16,2.84
RA-F01-00,8/10/2014,1.66,3.34
RA-F01-00,27/4/2015,2.68,2.32
RA-F01-00,8/10/2015,1.41,3.59
RA-F01-00,2/5/2016,2.31,2.69
RA-F01-00,6/10/2016,1.40,3.60
RA-F01-00,26/4/2017,1.70,3.30
RA-F01-00,5/10/2017,1.04,3.96
RA-F01-00,23/4/2018,2.45,2.55
RA-F01-00,8/10/2018,1.28,3.72
RA-F01-00,2/4/2019,1.28,3.72
RA-F01-00,4/9/2019,1.04,3.96
RA-F01-00,19/11/2019,1.32,3.68
RA-F01-00,8/6/2020,1.46,3.54
RA-F01-00,24/9/2020,0.78,4.22
RA-F01-00,1/4/2021,0.96,4.04
RA-F01-00,27/10/2021,0.56,4.44
RA-F01-00,28/4/2022,0.68,4.32
RA-F01-00,5/7/2022,0.48,4.52
RA-F01-00,11/10/2022,0.32,4.68
RA-F01-00,10/1/2023,0.45,4.55
RA-F01-00,6/4/2023,0.72,4.28
RA-F01-00,19/7/2023,0.69,4.31
RA-F01-00,4/10/2023,0.55,4.45
RA-F01-00,24/1/2024,0.71,4.29
RA-F01-00,3/4/2024,0.85,4.15
RA-F01-00,2/7/2024,0.79,4.21
RA-F01-00,8/10/2024,0.58,4.42
RA-F06-00,24/3/2010,0.27,0.85
RA-F06-00,17/6/2010,0.09,1.03
RA-F06-00,27/7/2010,-0.24,1.36
RA-F06-00,10/12/2010,0.07,1.05
RA-F06-00,6/4/2011,0.10,1.02
RA-F06-00,3/10/2011,-0.80,1.92
RA-F06-00,2/4/2012,-0.61,1.73
RA-F06-00,9/10/2012,-0.58,1.70
RA-F06-00,15/4/2013,0.34,0.78
RA-F06-00,22/10/2013,-0.61,1.73
RA-F06-00,28/4/2014,-0.20,1.32
RA-F06-00,20/10/2014,-0.75,1.87
RA-F06-00,16/4/2015,0.05,1.07
RA-F06-00,8/10/2015,0.05,1.07
RA-F06-00,19/4/2016,-0.31,1.43
RA-F06-00,6/10/2016,-0.56,1.68
RA-F06-00,26/4/2017,-0.37,1.49
RA-F06-00,5/10/2017,-0.84,1.96
RA-F06-00,23/4/2018,-0.07,1.19
RA-F06-00,9/10/2018,-0.58,1.70
RA-F06-00,2/4/2019,-0.11,1.23
RA-F06-00,19/9/2019,-0.83,1.95
RA-F06-00,3/6/2020,-0.59,1.71
RA-F06-00,23/9/2020,-1.02,2.14
RA-F06-00,24/3/2021,-0.66,1.78
RA-F06-00,21/10/2021,-0.84,1.96
RA-F06-00,20/4/2022,-0.57,1.69
RA-F06-00,13/7/2022,-0.86,1.98
RA-F06-00,20/10/2022,-1.00,2.12
RA-F06-00,10/1/2023,-0.59,1.71
RA-F06-00,5/4/2023,-0.41,1.53
RA-F06-00,19/7/2023,-0.16,1.28
RA-F06-00,24/10/2023,-0.49,1.61
RA-F06-00,24/1/2024,-0.27,1.39
RA-F06-00,3/4/2024,-0.07,1.19
RA-F06-00,2/7/2024,-0.57,1.69
RA-F06-00,8/10/2024,-0.36,1.48
RA-F13-01,17/3/2010,4.60,3.70
RA-F13-01,11/6/2010,5.64,2.66
RA-F13-01,22/7/2010,5.71,2.59
RA-F13-01,25/11/2010,5.05,3.25
RA-F13-01,13/4/2011,6.88,1.42
RA-F13-01,5/10/2011,4.72,3.58
RA-F13-01,4/4/2012,4.69,3.61
RA-F13-01,30/10/2012,4.43,3.87
RA-F13-01,17/4/2013,6.60,1.70
RA-F13-01,2/10/2013,4.99,3.31
RA-F13-01,16/4/2014,6.84,1.46
RA-F13-01,2/10/2014,5.50,2.80
RA-F13-01,15/4/2015,7.10,1.20
RA-F13-01,6/10/2015,5.13,3.17
RA-F13-01,21/4/2016,6.57,1.73
RA-F13-01,6/10/2016,5.52,2.78
RA-F13-01,19/4/2017,6.64,1.66
RA-F13-01,5/10/2017,5.31,2.99
RA-F13-01,17/4/2018,6.82,1.48
RA-F13-01,8/10/2018,5.43,2.87
RA-F13-01,2/4/2019,6.28,2.02
RA-F13-01,19/9/2019,5.37,2.93
RA-F13-01,3/6/2020,5.72,2.58
RA-F13-01,24/9/2020,5.00,3.30
RA-F13-01,1/4/2021,5.56,2.74
RA-F13-01,28/9/2021,4.80,3.50
RA-F13-01,20/4/2022,4.86,3.44
RA-F13-01,18/7/2022,4.27,4.03
RA-F13-01,25/10/2022,4.25,4.05
RA-F13-01,11/1/2023,4.85,3.45
RA-F13-01,12/4/2023,5.27,3.03
RA-F13-01,19/7/2023,5.70,2.60
RA-F13-01,5/10/2023,4.76,3.54
RA-F13-01,24/1/2024,4.97,3.33
RA-F13-01,3/4/2024,5.16,3.14
RA-F13-01,2/7/2024,5.21,3.09
RA-F13-01,8/10/2024,5.74,2.56
RA-F14-00,15/3/2010,5.60,0.20
RA-F14-00,9/6/2010,4.79,1.01
RA-F14-00,16/7/2010,3.23,2.57
RA-F14-00,2/12/2010,4.20,1.60
RA-F14-00,13/4/2011,5.13,0.67
RA-F14-00,5/10/2011,3.13,2.67
RA-F14-00,4/4/2012,3.63,2.17
RA-F14-00,30/10/2012,2.42,3.38
RA-F14-00,17/4/2013,5.27,0.53
RA-F14-00,2/10/2013,3.31,2.49
RA-F14-00,16/4/2014,5.15,0.65
RA-F14-00,2/10/2014,3.70,2.10
RA-F14-00,15/4/2015,5.36,0.44
RA-F14-00,6/10/2015,3.53,2.27
RA-F14-00,21/4/2016,4.79,1.01
RA-F14-00,6/10/2016,3.49,2.31
RA-F14-00,19/4/2017,3.90,1.90
RA-F14-00,5/10/2017,2.79,3.01
RA-F14-00,17/4/2018,5.00,0.80
RA-F14-00,8/10/2018,3.29,2.51
RA-F14-00,2/4/2019,3.98,1.82
RA-F14-00,19/9/2019,3.26,2.54
RA-F14-00,3/6/2020,3.93,1.87
RA-F14-00,24/9/2020,3.07,2.73
RA-F14-00,1/4/2021,3.60,2.20
RA-F14-00,14/10/2021,2.69,3.11
RA-F14-00,4/4/2022,2.99,2.81
RA-F14-00,18/7/2022,2.47,3.33
RA-F14-00,24/10/2022,2.12,3.68
RA-F14-00,11/1/2023,2.32,3.48
RA-F14-00,26/4/2023,2.90,2.90
RA-F14-00,19/7/2023,3.08,2.72
RA-F14-00,9/10/2023,2.30,3.50
RA-F14-00,25/1/2024,2.43,3.37
RA-F14-00,4/4/2024,2.72,3.08
RA-F14-00,2/7/2024,2.10,3.70
RA-F14-00,10/10/2024,2.19,3.61
RA-F16-00,25/3/2010,0.75,0.25
RA-F16-00,9/6/2010,0.47,0.53
RA-F16-00,21/7/2010,-0.10,1.10
RA-F16-00,13/10/2010,-0.08,1.08
RA-F16-00,11/4/2011,0.28,0.72
RA-F16-00,10/10/2011,-0.15,1.15
RA-F16-00,18/4/2012,-0.01,1.01
RA-F16-00,18/10/2012,0.01,0.99
RA-F16-00,18/4/2013,0.69,0.31
RA-F16-00,16/10/2013,0.20,0.80
RA-F16-00,28/4/2014,0.17,0.83
RA-F16-00,1/10/2014,-0.07,1.07
RA-F16-00,29/4/2015,0.65,0.35
RA-F16-00,12/10/2015,-0.06,1.06
RA-F16-00,21/4/2016,0.18,0.82
RA-F16-00,6/10/2016,-0.04,1.04
RA-F16-00,26/4/2017,-0.02,1.02
RA-F16-00,11/10/2017,-0.02,1.02
RA-F16-00,10/10/2018,-0.10,1.10
RA-F16-00,8/4/2019,0.09,0.91
RA-F16-00,19/9/2019,-0.28,1.28
RA-F16-00,8/6/2020,-0.15,1.15
RA-F16-00,24/9/2020,-0.30,1.30
RA-F16-00,1/4/2021,0.11,0.89
RA-F16-00,6/10/2021,-0.25,1.25
RA-F16-00,14/4/2022,-0.06,1.06
RA-F16-00,5/10/2022,-0.12,1.12
RA-F16-00,18/4/2023,0.15,0.85
RA-F16-00,19/10/2023,-0.17,1.17
RA-F16-00,23/4/2024,0.12,0.88
RA-F16-00,10/10/2024,0.25,0.75
RA-F22-00,15/3/2010,10.03,3.87
RA-F22-00,11/6/2010,9.86,4.04
RA-F22-00,28/7/2010,8.77,5.13
RA-F22-00,4/4/2011,11.54,2.36
RA-F22-00,10/10/2011,9.10,4.80
RA-F22-00,18/4/2012,9.31,4.59
RA-F22-00,23/4/2012,9.31,4.59
RA-F22-00,15/5/2012,9.06,4.84
RA-F22-00,19/6/2012,8.77,5.13
RA-F22-00,19/7/2012,8.58,5.32
RA-F22-00,23/8/2012,4.83,9.07
RA-F22-00,18/9/2012,8.58,5.32
RA-F22-00,16/10/2012,8.31,5.59
RA-F22-00,12/11/2012,8.51,5.39
RA-F22-00,13/12/2012,8.26,5.64
RA-F22-00,28/1/2013,8.56,5.34
RA-F22-00,20/2/2013,9.08,4.82
RA-F22-00,29/3/2013,10.43,3.47
RA-F22-00,18/4/2013,10.64,3.26
RA-F22-00,21/5/2013,10.23,3.67
RA-F22-00,18/6/2013,10.00,3.90
RA-F22-00,17/7/2013,9.57,4.33
RA-F22-00,7/8/2013,9.31,4.59
RA-F22-00,18/9/2013,9.01,4.89
RA-F22-00,17/10/2013,8.87,5.03
RA-F22-00,19/11/2013,9.20,4.70
RA-F22-00,9/12/2013,9.40,4.50
RA-F22-00,23/1/2014,9.47,4.43
RA-F22-00,20/2/2014,10.69,3.21
RA-F22-00,19/3/2014,10.86,3.04
RA-F22-00,17/4/2014,10.55,3.35
RA-F22-00,21/5/2014,10.45,3.45
RA-F22-00,15/10/2014,9.48,4.42
RA-F22-00,27/4/2015,11.83,2.07
RA-F22-00,7/10/2015,9.57,4.33
RA-F22-00,21/4/2016,10.77,3.13
RA-F22-00,6/10/2016,9.10,4.80
RA-F22-00,18/4/2017,9.38,4.52
RA-F22-00,5/10/2017,8.43,5.47
RA-F22-00,16/4/2018,10.07,3.83
RA-F22-00,10/10/2018,8.72,5.18
RA-F22-00,8/4/2019,8.90,5.00
RA-F22-00,5/9/2019,8.78,5.12
RA-F22-00,8/6/2020,9.11,4.79
RA-F22-00,23/9/2020,8.40,5.50
RA-F22-00,24/3/2021,8.47,5.43
RA-F22-00,30/9/2021,7.92,5.98
RA-F22-00,4/4/2022,8.15,5.75
RA-F22-00,18/7/2022,7.92,5.98
RA-F22-00,24/10/2022,7.62,6.28
RA-F22-00,11/1/2023,7.82,6.08
RA-F22-00,26/4/2023,8.52,5.38
RA-F22-00,20/7/2023,10.31,3.59
RA-F22-00,9/10/2023,8.82,5.08
RA-F22-00,25/1/2024,8.51,5.39
RA-F22-00,4/4/2024,8.71,5.19
RA-F22-00,3/7/2024,8.55,5.35
RA-F22-00,10/10/2024,8.71,5.19
RA-F23-01,15/3/2010,9.81,6.19
RA-F23-01,11/6/2010,9.50,6.50
RA-F23-01,26/7/2010,9.35,6.65
RA-F23-01,6/12/2010,8.45,7.55
RA-F23-01,4/4/2011,11.23,4.77
RA-F23-01,10/10/2011,7.90,8.10
RA-F23-01,18/4/2012,7.64,8.36
RA-F23-01,23/4/2012,7.64,8.36
RA-F23-01,14/5/2012,7.37,8.63
RA-F23-01,19/6/2012,7.02,8.98
RA-F23-01,19/7/2012,6.84,9.16
RA-F23-01,23/8/2012,10.06,5.94
RA-F23-01,18/9/2012,7.12,8.88
RA-F23-01,16/10/2012,6.82,9.18
RA-F23-01,12/11/2012,7.03,8.97
RA-F23-01,13/12/2012,6.83,9.17
RA-F23-01,28/1/2013,7.05,8.95
RA-F23-01,20/2/2013,7.70,8.30
RA-F23-01,29/3/2013,8.90,7.10
RA-F23-01,18/4/2013,8.99,7.01
RA-F23-01,21/5/2013,8.42,7.58
RA-F23-01,18/6/2013,8.22,7.78
RA-F23-01,17/7/2013,7.80,8.20
RA-F23-01,7/8/2013,7.65,8.35
RA-F23-01,18/9/2013,7.59,8.41
RA-F23-01,17/10/2013,7.58,8.42
RA-F23-01,19/11/2013,8.32,7.68
RA-F23-01,9/12/2013,8.50,7.50
RA-F23-01,23/1/2014,8.44,7.56
RA-F23-01,20/2/2014,9.38,6.62
RA-F23-01,19/3/2014,9.75,6.25
RA-F23-01,16/4/2014,9.40,6.60
RA-F23-01,21/5/2014,9.03,6.97
RA-F23-01,15/10/2014,8.16,7.84
RA-F23-01,29/4/2015,11.26,4.74
RA-F23-01,7/10/2015,8.32,7.68
RA-F23-01,21/4/2016,8.90,7.10
RA-F23-01,6/10/2016,7.93,8.07
RA-F23-01,18/4/2017,8.21,7.79
RA-F23-01,5/10/2017,7.38,8.62
RA-F23-01,16/4/2018,9.32,6.68
RA-F23-01,10/10/2018,7.70,8.30
RA-F23-01,8/4/2019,7.51,8.49
RA-F23-01,5/9/2019,7.72,8.28
RA-F23-01,8/6/2020,8.17,7.83
RA-F23-01,23/9/2020,7.61,8.39
RA-F23-01,24/3/2021,8.00,8.00
RA-F23-01,6/10/2021,7.12,8.88
RA-F23-01,13/4/2022,7.22,8.78
RA-F23-01,18/7/2022,7.11,8.89
RA-F23-01,4/10/2022,6.82,9.18
RA-F23-01,11/1/2023,6.83,9.17
RA-F23-01,18/4/2023,7.38,8.62
RA-F23-01,20/7/2023,8.11,7.89
RA-F23-01,18/10/2023,7.35,8.65
RA-F23-01,25/1/2024,7.17,8.83
RA-F23-01,4/4/2024,7.26,8.74
RA-F23-01,3/7/2024,7.06,8.94
RA-F23-01,10/10/2024,7.21,8.79
RA03-00,27/4/2009,5.02,6.28
RA03-00,28/9/2009,1.44,9.86
RA03-00,19/5/2010,5.03,6.27
RA03-00,19/10/2010,4.23,7.07
RA03-00,18/4/2011,5.98,5.32
RA03-00,7/10/2011,2.54,8.76
RA03-00,23/4/2012,5.16,6.14
RA03-00,8/10/2012,2.97,8.33
RA03-00,4/4/2013,5.80,5.50
RA03-00,7/10/2013,3.90,7.40
RA03-00,7/4/2014,6.36,4.94
RA03-00,8/10/2014,5.70,5.60
RA03-00,15/5/2015,7.74,3.56
RA03-00,28/10/2015,6.27,5.03
RA03-00,2/5/2016,6.87,4.43
RA03-00,12/10/2016,6.27,5.03
RA03-00,15/5/2017,8.02,3.28
RA03-00,17/10/2017,5.78,5.52
RA03-00,23/4/2018,8.16,3.14
RA03-00,23/10/2018,7.33,3.97
RA03-00,8/5/2019,8.54,2.76
RA03-00,3/10/2019,7.61,3.69
RA03-00,30/9/2020,7.40,3.90
RA03-00,13/4/2021,8.71,2.59
RA03-00,28/9/2021,6.26,5.04
RA03-00,24/3/2022,7.90,3.40
RA03-00,25/10/2022,6.04,5.26
RA03-00,6/4/2023,7.51,3.79
RA03-00,4/10/2023,4.92,6.38
RA03-00,9/4/2024,7.63,3.67
RA03-00,24/9/2024,6.01,5.29
RA05-00,27/4/2009,-2.59,7.59
RA05-00,19/5/2010,-2.61,7.61
RA05-00,26/11/2010,-1.88,6.88
RA05-00,18/4/2011,-2.25,7.25
RA05-00,28/10/2011,-3.47,8.47
RA05-00,4/4/2012,-2.55,7.55
RA05-00,8/10/2012,-4.20,9.20
RA05-00,4/4/2013,-2.49,7.49
RA05-00,2/10/2013,-3.66,8.66
RA05-00,16/4/2014,-2.33,7.33
RA05-00,13/11/2014,-2.78,7.78
RA05-00,15/5/2015,-2.30,7.30
RA05-00,17/11/2015,-2.99,7.99
RA05-00,11/5/2016,-2.32,7.32
RA05-00,12/10/2016,-3.16,8.16
RA05-00,31/5/2017,-2.56,7.56
RA05-00,23/10/2017,-3.50,8.50
RA05-00,7/5/2018,-2.50,7.50
RA05-00,14/11/2018,-2.96,7.96
RA05-00,15/4/2019,-2.46,7.46
RA05-00,3/10/2019,-3.47,8.47
RA05-00,30/9/2020,-3.27,8.27
RA05-00,13/4/2021,-2.76,7.76
RA05-00,13/10/2021,-4.86,9.86
RA05-00,27/4/2022,-2.74,7.74
RA05-00,18/10/2022,-4.68,9.68
RA05-00,9/5/2023,-2.71,7.71
RA05-00,16/11/2023,-3.15,8.15
RA05-00,16/5/2024,-2.64,7.64
RA05-00,8/10/2024,-3.34,8.34
RA08-00,29/5/2009,2.25,12.75
RA08-00,26/5/2010,2.64,12.36
RA08-00,19/10/2010,1.10,13.90
RA08-00,3/5/2011,3.47,11.53
RA08-00,29/9/2011,-0.19,15.19
RA08-00,23/4/2012,1.18,13.82
RA08-00,8/11/2012,0.04,14.96
RA08-00,11/4/2013,2.24,12.76
RA08-00,29/10/2013,0.65,14.35
RA08-00,17/4/2014,2.66,12.34
RA08-00,10/11/2014,2.23,12.77
RA08-00,15/5/2015,3.87,11.13
RA08-00,20/10/2015,2.13,12.87
RA08-00,7/4/2016,3.91,11.09
RA08-00,17/11/2016,2.76,12.24
RA08-00,17/5/2017,4.00,11.00
RA08-00,23/10/2017,1.65,13.35
RA08-00,8/5/2018,3.75,11.25
RA08-00,16/10/2018,2.31,12.69
RA08-00,18/4/2019,3.86,11.14
RA08-00,23/10/2019,2.44,12.56
RA08-00,4/11/2020,2.77,12.23
