Prov,Codice,Tipologia stazione,Comune,Codice_GWB_2021-2027,Nome_GWB_2021-2027,XUTM-ETRS89,YUTM-ETRS89,Quota Piano Campagna (m),Profondità pozzo (m),Posizione filtri ,N tot filtri,Inizio filtri: da m,Fine filtri: a m,Uso
RA,RAA2-00,Pozzo,RIOLO TERME,5090ER-AV2-VA,Depositi vallate App. Senio-Savio,715831,4905590,82,12,,,,,Domestico
RA,RA-F01-00,Pozzo,CONSELICE,9015ER-DQ1-FPF,Freatico di pianura fluviale,728959,4940178,5,5.73,,,,,Domestico
RA,RA-F06-00,Piezometro,RAVENNA,9020ER-DQ1-FPC,Freatico di pianura costiero,755574,4929643,1.12,10,,,,,Monitoraggio
RA,RA-F13-01,Pozzo,BAGNACAVALLO,9015ER-DQ1-FPF,Freatico di pianura fluviale,737935,4924053,8.3,7,,,,,Domestico
RA,RA-F14-00,Pozzo,RUSSI,9015ER-DQ1-FPF,Freatico di pianura fluviale,745191,4920756,5.8,7.25,,,,,Domestico
RA,RA-F16-00,Piezometro,RAVENNA,9020ER-DQ1-FPC,Freatico di pianura costiero,765347,4915210,1,10.5,,,,,Monitoraggio
RA,RA-F22-00,Pozzo,RAVENNA,9015ER-DQ1-FPF,Freatico di pianura fluviale,747972,4908087,13.9,7.7,,,,,Non in uso
RA,RA-F23-01,Pozzo,CERVIA,9015ER-DQ1-FPF,Freatico di pianura fluviale,758727,4902869,16,11,,,,,Domestico
RE,RE01-03,Pozzo,BRESCELLO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,616999,4968726,28.6,130,,,,,Industriale
RE,RE03-01,Pozzo,GUALTIERI,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,629018,4969333,19.07,60,,,,,Industriale
RE,RE04-00,Pozzo,POVIGLIO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,622139,4966148,28.37,108,Fondo foro,1,105.5,108,Irriguo
RE,RE06-00,Pozzo,GATTATICO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,616008,4965393,33.42,113,Fondo foro,1,110,113,Zootecnico
RE,RE10-00,Pozzo,GUASTALLA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,630724,4975490,22.13,112,Fondo foro,1,85,112,Non in uso
RE,RE14-01,Pozzo,CAMPAGNOLA E.,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,638714,4966789,24.71,97,,,,,Irriguo
RE,RE15-00,Pozzo,CAMPAGNOLA E.,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,638692,4964900,25.86,170,,,,,Non in uso
RE,RE16-01,Pozzo,CAMPEGINE,2370ER-DQ2-CCI,Conoide Enza - confinato inferiore,618355,4958394,39,120,,1,86,89,civile
RE,RE18-03,Pozzo,CADELBOSCO DI SOPRA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,628927,4964032,22.3,240,Fondo foro,1,238,240,Zootecnico
RE,RE19-01,Pozzo,BAGNOLO IN PIANO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,632515,4957696,32,70,Fondo foro,1,65,70,Industriale
RE,RE19-02,Pozzo,BAGNOLO IN PIANO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,632048,4958671,32,75,,,,,Irriguo
RE,RE19-03,Pozzo,BAGNOLO IN PIANO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,631967,4957053,33.2,70,,,,,
RE,RE21-00,Pozzo,CORREGGIO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,643429,4959572,29.1,116,Fondo foro,1,108,111,Zootecnico
RE,RE22-00,Pozzo,S.ILARIO D'ENZA,2370ER-DQ2-CCI,Conoide Enza - confinato inferiore,616819,4954961,60.67,90,,3,45,86,Irriguo
RE,RE23-00,Pozzo,REGGIO NELL'EMILIA,0370ER-DQ2-CCS,Conoide Enza - confinato superiore,623908,4955035,38.7,74,,3,27.2,73.6,civile
RE,RE23-01,Pozzo,REGGIO NELL'EMILIA,2370ER-DQ2-CCI,Conoide Enza - confinato inferiore,624032,4954957,38.7,267.5,,5,82.63,218.42,Non in uso
RE,RE23-02,Pozzo,REGGIO NELL'EMILIA,0370ER-DQ2-CCS,Conoide Enza - confinato superiore,623977,4954802,38.7,33.5,,,,,Acquedottistico
RE,RE24-00,Pozzo,REGGIO NELL'EMILIA,2370ER-DQ2-CCI,Conoide Enza - confinato inferiore,623901,4955026,38.98,278,,6,132.9,263.9,Non in uso
RE,RE25-00,Pozzo,CAVRIAGO,2370ER-DQ2-CCI,Conoide Enza - confinato inferiore,620162,4952943,58.99,160,,7,52,156,acquedottistico
RE,RE25-01,Piezometro,CAVRIAGO,2370ER-DQ2-CCI,Conoide Enza - confinato inferiore,619416,4952951,60.47,84,Fondo foro,1,69,84,Monitoraggio
RE,RE26-00,Pozzo,CAVRIAGO,2370ER-DQ2-CCI,Conoide Enza - confinato inferiore,621961,4951098,59.65,150,,9,50.5,76,civile
RE,RE31-00,Pozzo,S.MARTINO IN RIO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,641894,4952670,38.32,165,Fondo foro,1,152.5,157.5,Irriguo
RE,RE32-00,Pozzo,MONTECCHIO EMILIA,0090ER-DQ1-CL,Conoide Enza - libero,614113,4949322,106.66,80,,1,30.5,37.5,civile
RE,RE33-00,Pozzo,BIBBIANO,0090ER-DQ1-CL,Conoide Enza - libero,615503,4948290,112.72,56,,4,20,56,Irriguo
RE,RE33-02,Pozzo,BIBBIANO,0090ER-DQ1-CL,Conoide Enza - libero,615874,4947650,116.2,61,,1,18,59,Acquedottistico
RE,RE34-03,Pozzo,REGGIO NELL'EMILIA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,627945,4955902,37.2,85,,,,,Industriale
RE,RE36-00,Pozzo,REGGIO NELL'EMILIA,2380ER-DQ2-CCI,Conoide Crostolo-Tresinaro - confinato inferiore,633837,4948233,54.79,109,Fondo foro,1,82,101,Irriguo
RE,RE37-00,Pozzo,REGGIO NELL'EMILIA,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,625488,4946534,100.41,90,,3,41.5,80.7,Acquedottistico
RE,RE38-03,Pozzo,RUBIERA,0390ER-DQ2-CCS,Conoide Secchia - confinato superiore,641074,4948577,46,60,,,,,Irriguo
RE,RE39-00,Pozzo,REGGIO NELL'EMILIA,0380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,633322,4946975,57.38,28,Fondo foro,1,24,26,Irriguo
RE,RE42-03,Pozzo,REGGIO NELL'EMILIA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,634445,4954582,38,50,,,,,
RE,RE43-00,Pozzo,ALBINEA,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,630696,4942166,111.93,41,Fondo foro,1,37,41,civile
RE,RE44-00,Pozzo,ALBINEA,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,631486,4942979,91.3,90,,4,26.6,72.9,Irriguo
RE,RE45-00,Pozzo,RUBIERA,2390ER-DQ2-CCI,Conoide Secchia - confinato inferiore,641743,4945300,53.38,305,,6,243,295,acquedottistico
RE,RE46-00,Pozzo,SCANDIANO,0380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,637544,4942699,67.72,48,Fondo foro,1,46,48,Irriguo
RE,RE46-01,Pozzo,SCANDIANO,0380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,636501,4943043,70.9,64,,,,,civile
RE,RE47-00,Pozzo,CASALGRANDE,2390ER-DQ2-CCI,Conoide Secchia - confinato inferiore,641368,4942502,62.3,258,Fondo foro,1,213,247,acquedottistico
RE,RE48-00,Pozzo,CASALGRANDE,0380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,637473,4939413,94.07,30,,,,,Non in uso
RE,RE48-03,Pozzo,SCANDIANO,0110ER-DQ1-CL,Conoide Tresinaro - libero,635422,4940058,89,30,,,,,Irriguo
RE,RE48-04,Pozzo,SCANDIANO,0380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,637693,4941644,68,36,,,,,Irriguo
RE,RE49-01,Pozzo,CASALGRANDE,0390ER-DQ2-CCS,Conoide Secchia - confinato superiore,638432,4939123,88.88,80,,,,,civile
RE,RE50-00,Pozzo,CASALGRANDE,0120ER-DQ1-CL,Conoide Secchia - libero,641180,4939682,79.85,158,,6,55,156,Acquedottistico
RE,RE53-02,Pozzo,ROLO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,645934,4972889,18.7,81,Fondo foro,1,67,81,Industriale
RE,RE54-00,Pozzo,SANT'ILARIO D'ENZA,0090ER-DQ1-CL,Conoide Enza - libero,614257,4956182,63.77,113,,5,11,113,Industriale
RE,RE54-02,Pozzo,SANT'ILARIO D'ENZA,0090ER-DQ1-CL,Conoide Enza - libero,614059,4955328,66,50,,,,,Irriguo
RE,RE55-00,Pozzo,REGGIO NELL'EMILIA,2380ER-DQ2-CCI,Conoide Crostolo-Tresinaro - confinato inferiore,627553,4950455,55.35,150,,3,90,146,Irriguo
RE,RE58-00,Pozzo,GUASTALLA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,636117,4975145,20.2,119,,,,,Zootecnico
RE,RE60-00,Pozzo,BORETTO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,623377,4973053,22.51,110,,,,,civile
RE,RE68-00,Pozzo,RIO SALICETO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,642964,4965924,22.6,225,Fondo foro,1,220,225,Zootecnico
RE,RE69-00,Pozzo,SANT'ILARIO D'ENZA,0090ER-DQ1-CL,Conoide Enza - libero,615347,4955861,60.8,112,Fondo foro,1,81,100,Acquedottistico
RE,RE70-00,Pozzo,QUATTRO CASTELLA,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,621239,4944491,138.3,88,,3,46,74,Acquedottistico
RE,RE71-00,Pozzo,MONTECCHIO EMILIA,0090ER-DQ1-CL,Conoide Enza - libero,613417,4947904,116,57,,1,43,48,Irriguo
RE,RE72-02,Pozzo,BIBBIANO,0090ER-DQ1-CL,Conoide Enza - libero,614707,4946585,127.1,70,,,,,Industriale
RE,RE73-01,Pozzo,REGGIO NELL'EMILIA,2370ER-DQ2-CCI,Conoide Enza - confinato inferiore,624110,4950447,57.8,63,Fondo foro,1,60,63,civile
RE,RE74-00,Pozzo,BIBBIANO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,619199,4949267,100,44,,1,35,38,Irriguo
RE,RE76-00,Pozzo,REGGIO NELL'EMILIA,2380ER-DQ2-CCI,Conoide Crostolo-Tresinaro - confinato inferiore,630151,4946622,65.3,103,Fondo foro,1,100,103,irriguo
RE,RE77-00,Pozzo,ALBINEA,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,627659,4942140,145,70,Fondo foro,1,64,66,Irriguo
RE,RE77-01,Pozzo,ALBINEA,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,627726,4942145,143,100,Fondo foro,0,0,0,Irriguo
RE,RE78-00,Pozzo,QUATTRO CASTELLA,0380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,623581,4943104,149.1,100,,2,29.1,50.3,Domestico
RE,RE79-01,Pozzo,BIBBIANO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,616803,4945480,135,60,Fondo foro,1,40,60,Irriguo
RE,RE80-01,Pozzo,CASALGRANDE,0110ER-DQ1-CL,Conoide Tresinaro - libero,636801,4939110,102.4,101,,,,,Zootecnico
RE,RE80-03,Pozzo,SCANDIANO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,634705,4938158,139,20,,,,,Irriguo
RE,RE80-04,Pozzo,CASALGRANDE,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,637736,4937195,132,78,,,,,Industriale
RE,RE81-00,Pozzo,REGGIO NELL'EMILIA,0380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,631235,4952549,40.2,60,,,,,Irriguo
RE,RE82-00,Pozzo,MONTECCHIO EMILIA,0090ER-DQ1-CL,Conoide Enza - libero,613605,4948382,116,67,,1,45,52,Domestico
RE,RE83-00,Pozzo,CANOSSA,5030ER-AV2-VA,Depositi vallate App. Taro-Enza-Tresinaro,611593,4939680,190,5.5,,,,,Irriguo
RE,RE84-00,Pozzo,SCANDIANO,0110ER-DQ1-CL,Conoide Tresinaro - libero,631535,4937605,121.3,10,,,,,Domestico
RE,RE85-00,Pozzo,REGGIO NELL'EMILIA,0100ER-DQ1-CL,Conoide Crostolo - libero,627808,4948101,74.2,14.2,,,,,Domestico
RE,RE85-01,Pozzo,REGGIO NELL'EMILIA,0100ER-DQ1-CL,Conoide Crostolo - libero,627138,4949623,63,55,Fondo foro,,,,Irriguo
RE,RE86-00,Pozzo,CASTELLARANO,5040ER-AV2-VA,Depositi vallate App. Secchia,634199,4926401,181,17,,,,,Domestico
RE,RE86-01,Pozzo,CASTELLARANO,5040ER-AV2-VA,Depositi vallate App. Secchia,633255,4926551,197,15,,,,,Domestico
RE,RE90-00,Pozzo,REGGIO NELL'EMILIA,0100ER-DQ1-CL,Conoide Crostolo - libero,627639,4946815,93.4,34,,,,,Irriguo
RE,RE-F01-00,Pozzo,REGGIO NELL'EMILIA,9015ER-DQ1-FPF,Freatico di pianura fluviale,635132,4948538,53.5,7.2,,,,,Domestico
RE,RE-F03-00,Pozzo,CORREGGIO,9015ER-DQ1-FPF,Freatico di pianura fluviale,643911,4960799,27.5,11,,,,,Domestico
RE,RE-F05-00,Pozzo,CADELBOSCO DI SOPRA,9015ER-DQ1-FPF,Freatico di pianura fluviale,628880,4959432,27.5,6.5,,,,,Domestico
RE,RE-F11-00,Pozzo,BRESCELLO,9015ER-DQ1-FPF,Freatico di pianura fluviale,617034,4972417,25,5.4,,,,,Domestico
RE,RE-F11-01,Pozzo,BRESCELLO,9015ER-DQ1-FPF,Freatico di pianura fluviale,620232,4972010,25,8,,,,,Domestico
RE,RE-F12-00,Pozzo,GUALTIERI,9015ER-DQ1-FPF,Freatico di pianura fluviale,629949,4973962,22,5.3,,,,,Domestico
RN,RN02-00,Pozzo,MISANO ADRIATICO,0600ER-DQ2-CCS,Conoide Conca - confinato superiore,797566,4874609,8,36.5,Fondo foro,1,23,29,Acquedottistico
RN,RN03-00,Piezometro,SANTARCANGELO DI ROMAGNA,0280ER-DQ1-CL,Conoide Marecchia - libero,777283,4881282,50.33,28,Fondo foro,1,12,28,Monitoraggio
RN,RN04-00,Pozzo,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,784553,4884990,8.15,50,,1,28,29,Acquedottistico
RN,RN05-00,Piezometro,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,780345,4885373,20.45,96,Fondo foro,1,90,96,Monitoraggio
RN,RN06-00,Pozzo,MISANO ADRIATICO,0600ER-DQ2-CCS,Conoide Conca - confinato superiore,798118,4874977,2.4,34.7,,,,,Acquedottistico
RN,RN21-02,Pozzo,RIMINI,0280ER-DQ1-CL,Conoide Marecchia - libero,779194,4882616,33.3,53.6,Fondo foro,1,39.5,52.5,Acquedottistico
RN,RN29-00,Pozzo,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,777722,4887408,22.37,37.4,Fondo foro,1,26,37.4,Domestico
RN,RN30-00,Pozzo,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,781291,4887309,14.07,42,,2,25.5,38.5,Acquedottistico
RN,RN31-01,Pozzo,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,783994,4885076,6.6,31,Fondo foro,1,25.4,28.4,Acquedottistico
RN,RN33-01,Pozzo,SANTARCANGELO DI ROMAGNA,0280ER-DQ1-CL,Conoide Marecchia - libero,776419,4884064,41.2,27,,,,,Irriguo
RN,RN34-00,Pozzo,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,785421,4884848,3,30,Fondo foro,1,26.6,29.5,civile
RN,RN36-00,Pozzo,RICCIONE,0600ER-DQ2-CCS,Conoide Conca - confinato superiore,794961,4876586,13.5,33,,,,,civile
RN,RN38-00,Pozzo,SAN GIOVANNI IN MARIGNANO,0600ER-DQ2-CCS,Conoide Conca - confinato superiore,799246,4872215,21,34.3,,,,,civile
RN,RN38-01,Pozzo,SAN GIOVANNI IN MARIGNANO,0290ER-DQ1-CL,Conoide Conca - libero,798396,4872593,25,38,,,,,civile
RN,RN59-00,Pozzo,BELLARIA-IGEA MARINA,2590ER-DQ2-CCI,Conoide Marecchia - confinato inferiore,778854,4890670,10.5,234,,5,42,219,Acquedottistico
RN,RN60-01,Pozzo,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,778815,4885449,28.5,78,,1,65.5,71.5,civile
RN,RN62-00,Pozzo,CATTOLICA,0600ER-DQ2-CCS,Conoide Conca - confinato superiore,800113,4873916,10.29,35.6,,2,10,15.5,civile
RN,RN63-01,Pozzo,RIMINI,9015ER-DQ1-FPF,Freatico di pianura fluviale,786274,4881805,13.6,7,,,,,Domestico
RN,RN66-00,Pozzo,RICCIONE,9015ER-DQ1-FPF,Freatico di pianura fluviale,792434,4877742,12.08,8,,,,,Domestico
RN,RN67-00,Pozzo,MISANO ADRIATICO,0600ER-DQ2-CCS,Conoide Conca - confinato superiore,798091,4874982,4,32.3,,,,,Acquedottistico
RN,RN67-01,Pozzo,MISANO ADRIATICO,0600ER-DQ2-CCS,Conoide Conca - confinato superiore,796795,4875645,4,42,Fondo foro,1,28.6,36.9,Acquedottistico
RN,RN68-00,Pozzo,MISANO ADRIATICO,0600ER-DQ2-CCS,Conoide Conca - confinato superiore,797093,4875432,3.1,36,,,,,civile
RN,RN70-00,Piezometro,SAN GIOVANNI IN MARIGNANO,9015ER-DQ1-FPF,Freatico di pianura fluviale,796986,4873830,18.6,15,,,,,Monitoraggio
RN,RN71-00,Pozzo,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,780313,4886907,17.7,101.2,Fondo foro,1,90.7,96.7,civile
RN,RN72-00,Pozzo,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,781199,4884985,17.75,105,Fondo foro,1,89,101,Acquedottistico
RN,RN73-00,Pozzo,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,782375,4885516,12.9,50,,1,35,44,civile
RN,RN74-00,Pozzo,RIMINI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,780624,4889890,1.5,25,Fondo foro,1,20.5,23.8,civile
RN,RN76-00,Pozzo,SAN CLEMENTE,0290ER-DQ1-CL,Conoide Conca - libero,794124,4870628,75,13,,,,,Irriguo
RN,RN77-00,Pozzo,RIMINI,2590ER-DQ2-CCI,Conoide Marecchia - confinato inferiore,781240,4884920,17,119,Fondo foro,1,107,113,Acquedottistico
RN,RN-F01-00,Piezometro,RIMINI,9020ER-DQ1-FPC,Freatico di pianura costiero,781166,4889206,2,5.5,,,,,irriguo
RN,RN-F02-00,Pozzo,RIMINI,9015ER-DQ1-FPF,Freatico di pianura fluviale,786461,4881183,16,7.8,,,,,Domestico
RN,RN-F03-00,Piezometro,MISANO ADRIATICO,9020ER-DQ1-FPC,Freatico di pianura costiero,795537,4876404,4,5.7,,,,,Domestico
RN,RN-M11-00,Pozzo,NOVAFELTRIA,5100IR-AV2-VA,Depositi vallate App. Marecchia-Conca,766128,4868356,210,9.8,,,,,Acquedottistico
