station_code,station_type,province,municipality,gwb_code,gwb_name,x_utm_etrs89,y_utm_etrs89,ground_elevation_m,well_depth_m,filter_position,n_filters,filter_start_m,filter_end_m,source_type,lon,lat,metadata_source,use
PC26-02,Pozzo,PC,CARPANETO PIACENTINO,0322ER-DQ2-CCS,Conoide Chiavenna-Nure - confinato superiore,564593,4973084,110.5,92.0,,4.0,30.0,78.5,automatic,9.8182440886,44.9082513841,automatic,Civile
PC27-02,Pozzo,PC,FIORENZUOLA D'ARDA,0050ER-DQ1-CL,Conoide Arda - libero,570609,4975231,85.0,120.0,,3.0,48.0,114.0,automatic,9.8947438953,44.9270050348,automatic,Irriguo
PC28-00,Pozzo,PC,ALSENO,0330ER-DQ2-CCS,Conoide Arda - confinato superiore,576755,4975214,54.0,30.0,Fondo foro,1.0,24.0,28.0,automatic,9.9726114879,44.9262153467,automatic,Civile
PC30-03,Pozzo,PC,SAN GIORGIO PIACENTINO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,560035,4972595,132.5,43.5,Fondo foro,1.0,37.0,43.0,automatic,9.7604519991,44.9042488332,automatic,Civile
PC33-01,Pozzo,PC,ALSENO,0330ER-DQ2-CCS,Conoide Arda - confinato superiore,576995,4971934,73.8,39.0,,3.0,19.0,35.0,automatic,9.9751528407,44.8966669128,automatic,Acquedottistico
PC34-00,Pozzo,PC,ALSENO,0050ER-DQ1-CL,Conoide Arda - libero,571640,4970705,121.58,101.0,,4.0,30.0,95.0,automatic,9.9071658803,44.8861636648,automatic,Civile
PC36-00,Pozzo,PC,GRAGNANO TREBBIENSE,2301ER-DQ2-CCI,Conoide Trebbia - confinato inferiore,545036,4982629,87.88,130.0,Fondo foro,1.0,125.0,130.0,automatic,9.5713689463,44.9956774932,automatic,Industriale
PC41-01,Pozzo,PC,CASTEL SAN GIOVANNI,0300ER-DQ2-CCS,Conoide Tidone-Luretta - confinato superiore,535351,4990174,70.8,32.0,Fondo foro,1.0,30.0,32.0,automatic,9.4490309767,45.0641432115,automatic,Civile
PC45-01,Pozzo,PC,SAN PIETRO IN CERRO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,574864,4985753,45.22,16.0,,,,,automatic,9.9502180624,45.021275591,automatic,Irriguo
PC48-00,Pozzo,PC,ROTTOFRENO,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,547963,4989045,63.3,35.0,,,,,automatic,9.6091137304,45.0532385285,automatic,civile
PC55-01,Pozzo,PC,PODENZANO,0040ER-DQ1-CL,Conoide Nure - libero,554491,4980651,91.69,200.0,,,,,automatic,9.6911019869,44.9772098329,automatic,Irriguo
PC56-00,Pozzo,PC,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,554675,4986794,62.03,102.0,,4.0,47.0,101.6,automatic,9.6941029,45.0324904182,automatic,civile
PC56-02,Pozzo,PC,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,553310,4989082,56.4,116.5,,5.0,66.5,113.5,automatic,9.6770182245,45.0531892323,automatic,civile
PC56-03,Pozzo,PC,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,551663,4988893,59.6,94.0,,2.0,72.0,94.0,automatic,9.6560838482,45.0516100688,automatic,Acquedottistico
PC56-06,Pozzo,PC,PIACENZA,0040ER-DQ1-CL,Conoide Nure - libero,556118,4987070,57.7,160.0,,3.0,54.5,154.0,automatic,9.7124513098,45.0348619419,automatic,Acquedottistico
PC56-07,Pozzo,PC,PIACENZA,0040ER-DQ1-CL,Conoide Nure - libero,557993,4987826,52.0,103.3,,4.0,46.5,102.0,automatic,9.7363408862,45.0415158176,automatic,Acquedottistico
PC56-08,Pozzo,PC,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,552523,4987217,64.0,103.0,,3.0,66.0,93.0,automatic,9.6668292208,45.0364607191,automatic,Acquedottistico
PC56-09,Pozzo,PC,PIACENZA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,561572,4986046,56.1,75.0,,3.0,41.0,73.5,automatic,9.7815614532,45.0251919562,automatic,Acquedottistico
PC56-10,Pozzo,PC,PIACENZA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,559545,4991988,50.0,106.0,,1.0,82.0,98.0,automatic,9.756538937,45.0788494252,automatic,Acquedottistico
PC56-11,Pozzo,PC,PIACENZA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,559012,4989339,46.6,54.0,Fondo foro,1.0,40.0,50.5,automatic,9.7494559261,45.0550503021,automatic,Acquedottistico
PC63-01,Pozzo,PC,PIACENZA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,562514,4988071,48.9,81.7,,2.0,40.0,76.5,automatic,9.7937694942,45.0433365462,automatic,civile
PC64-00,Pozzo,PC,PIACENZA,0040ER-DQ1-CL,Conoide Nure - libero,560601,4984310,67.14,114.5,,4.0,89.0,114.5,automatic,9.7690280327,45.0096497485,automatic,civile
PC69-00,Pozzo,PC,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,552041,4988752,61.0,111.0,,4.0,43.0,108.0,automatic,9.6608692474,45.0503132165,automatic,civile
PC75-00,Pozzo,PC,RIVERGARO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,549945,4975082,153.8,156.0,,2.0,134.0,154.0,automatic,9.6328981518,44.927415087,automatic,civile
PC77-01,Pozzo,PC,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,546273,4977835,137.0,107.0,,,,,automatic,9.586621756,44.9524447332,automatic,Acquedottistico
PC80-00,Pozzo,PC,MONTICELLI,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,575399,4993161,38.41,68.0,Fondo foro,1.0,52.45,64.95,automatic,9.9581204764,45.0878952014,automatic,Acquedottistico
PC81-00,Pozzo,PC,PODENZANO,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,554375,4983243,75.39,97.0,,2.0,57.0,95.0,automatic,9.6899107234,45.000550073,automatic,Acquedottistico
PC82-00,Pozzo,PC,BORGONOVO VAL TIDONE,0010ER-DQ1-CL,Conoide Tidone - libero,538911,4983568,100.8,101.5,,2.0,34.0,70.0,automatic,9.4937371554,45.0044923144,automatic,Acquedottistico
PC83-00,Pozzo,PC,BORGONOVO VAL TIDONE,0010ER-DQ1-CL,Conoide Tidone - libero,535349,4985113,105.7,97.0,,4.0,30.0,91.0,automatic,9.4486493771,45.0185862898,automatic,Acquedottistico
PC85-00,Pozzo,PC,GRAGNANO TREBBIENSE,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,542330,4980858,109.7,101.0,,,50.0,101.0,automatic,9.5368908072,44.9799023407,automatic,Acquedottistico
PC86-00,Pozzo,PC,BORGONOVO VAL TIDONE,0300ER-DQ2-CCS,Conoide Tidone-Luretta - confinato superiore,540266,4984618,88.0,40.0,,,,,automatic,9.511013957,45.0138683226,automatic,Acquedottistico
PC87-01,Pozzo,PC,GAZZOLA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,545997,4980073,102.6,105.0,,,,,automatic,9.5833270873,44.9726080519,automatic,Acquedottistico
PC88-00,Pozzo,PC,SARMATO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,538209,4990129,59.0,18.5,Fondo foro,1.0,16.0,18.5,automatic,9.4853288174,45.0635896457,automatic,Acquedottistico
PC89-00,Pozzo,PC,PONTE DELL'OLIO,5020ER-AV2-VA,Depositi vallate App. Trebbia-Nure-Arda,549899,4967923,215.0,35.0,,,,,automatic,9.631609449,44.8629762586,automatic,Acquedottistico
PC90-00,Pozzo,PC,PIANELLO VAL TIDONE,5020ER-AV2-VA,Depositi vallate App. Trebbia-Nure-Arda,533539,4977204,170.0,11.0,,,,,automatic,9.425150983,44.947479736,automatic,Acquedottistico
PC91-01,Pozzo,PC,VIGOLZONE,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,551234,4972786,211.0,175.0,,4.0,107.0,169.0,automatic,9.6489985068,44.9066560044,automatic,civile
PC94-01,Pozzo,PC,RIVERGARO,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,546517,4972735,135.5,12.0,,,,,automatic,9.5892452931,44.9065208392,automatic,Industriale
PC95-00,Pozzo,PC,PODENZANO,0040ER-DQ1-CL,Conoide Nure - libero,553537,4977885,123.0,118.0,,2.0,60.0,100.0,automatic,9.6787097352,44.9523846746,automatic,Industriale
PC96-00,Pozzo,PC,PODENZANO,0040ER-DQ1-CL,Conoide Nure - libero,557881,4982179,80.5,80.0,Fondo foro,1.0,65.0,80.0,automatic,9.7342690285,44.9906954238,automatic,Industriale
PC97-00,Pozzo,PC,GOSSOLENGO,2301ER-DQ2-CCI,Conoide Trebbia - confinato inferiore,551468,4980393,96.8,200.0,,1.0,183.0,193.0,automatic,9.6527379018,44.9751130473,automatic,Civile
PC98-00,Pozzo,PC,CADEO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,567199,4976628,77.0,102.0,Fondo foro,1.0,87.5,100.0,automatic,9.8517237719,44.939909831,automatic,Industriale
PC99-00,Pozzo,PC,CASTELL’ARQUATO,0050ER-DQ1-CL,Conoide Arda - libero,569013,4967757,158.0,65.0,Fondo foro,1.0,51.0,57.0,automatic,9.8735030212,44.8598878625,automatic,Industriale
PCA0-00,Pozzo,PC,CASTEL SAN GIOVANNI,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,535335,4988056,87.0,158.0,,,,,automatic,9.4486786395,45.0450786976,automatic,Industriale
PCA2-00,Pozzo,PC,AGAZZANO,2300ER-DQ2-CCI,Conoide Tidone-Luretta - confinato inferiore,540084,4983319,87.4,94.0,,4.0,45.0,85.0,automatic,9.5086008048,45.0021856088,automatic,Irriguo
PC-F01-00,Pozzo,PC,SARMATO,9015ER-DQ1-FPF,Freatico di pianura fluviale,541032,4990346,60.0,6.1,,,,,automatic,9.5212027371,45.0653849564,automatic,Domestico
PC-F03-00,Pozzo,PC,PIACENZA,9015ER-DQ1-FPF,Freatico di pianura fluviale,559271,4988654,46.5,7.2,,,,,automatic,9.7526640779,45.0488629394,automatic,Irriguo
PC-F05-00,Pozzo,PC,SAN PIETRO IN CERRO,9015ER-DQ1-FPF,Freatico di pianura fluviale,571874,4988422,41.9,4.0,,,,,automatic,9.912653909,45.0456079795,automatic,Domestico
PR04-01,Pozzo,PR,SORAGNA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,591204,4978826,37.3,161.0,,,,,automatic,10.1563220899,44.9570181335,automatic,Zootecnico
PR05-00,Pozzo,PR,PARMA,0360ER-DQ2-CCS,Conoide Parma-Baganza - confinato superiore,606371,4961131,54.53,75.5,,5.0,32.0,75.5,automatic,10.3448511842,44.7956610286,automatic,Idropotabile
PR06-01,Pozzo,PR,SISSA TRECASALI,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,598909,4982301,30.0,105.0,,,,,automatic,10.2546685674,44.9872617243,automatic,Zootecnico
PR08-03,Pozzo,PR,COLORNO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,608780,4979630,26.9,45.0,,,,,automatic,10.3792718884,44.9617803679,automatic,Irriguo
PR09-02,Pozzo,PR,FIDENZA,0340ER-DQ2-CCS,Conoide Stirone-Parola - confinato superiore,583155,4972760,57.2,26.0,,,,,automatic,10.0532931845,44.9034086201,automatic,Irriguo
PR12-00,Pozzo,PR,SAN SECONDO PARMENSE,0350ER-DQ2-CCS,Conoide Taro - confinato superiore,596519,4972121,36.2,86.0,,1.0,35.0,39.7,automatic,10.2224122131,44.8959711101,automatic,civile
PR19-01,Pozzo,PR,FIDENZA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,583719,4969761,67.0,175.0,Fondo foro,1.0,170.0,175.0,automatic,10.0599400125,44.8763498405,automatic,Domestico
PR20-00,Pozzo,PR,FIDENZA,0072ER-DQ1-CL,Conoide Taro-Parola - libero,587029,4967231,73.0,97.0,,5.0,49.15,93.6,automatic,10.1014049467,44.8531820415,automatic,Acquedottistico
PR21-02,Pozzo,PR,FONTANELLATO,0350ER-DQ2-CCS,Conoide Taro - confinato superiore,590292,4970941,49.0,30.0,,,,,automatic,10.1433530995,44.886167612,automatic,Irriguo
PR23-01,Pozzo,PR,FONTEVIVO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,593592,4966261,56.0,20.0,,,,,automatic,10.1842676629,44.8436206524,automatic,Irriguo
PR23-02,Piezometro,PR,FONTANELLATO,2352ER-DQ2-CCI,Conoide Taro-Parola - confinato inferiore,595949,4968921,46.5,166.0,Fondo foro,1.0,154.0,163.0,automatic,10.214588597,44.8672478661,automatic,Monitoraggio
PR23-03,Piezometro,PR,FONTANELLATO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,595949,4968921,46.5,70.0,Fondo foro,1.0,58.0,67.0,automatic,10.214588597,44.8672478661,automatic,Monitoraggio
PR23-04,Pozzo,PR,FONTEVIVO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,594520,4966495,54.3,14.0,,,,,automatic,10.1960511635,44.8456043425,automatic,Irriguo
PR25-00,Pozzo,PR,TORRILE,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,607779,4972291,30.2,46.0,Fondo foro,1.0,34.0,41.0,automatic,10.3650178538,44.8958857643,automatic,Industriale
PR31-00,Pozzo,PR,FONTEVIVO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,592099,4965566,65.18,31.5,Fondo foro,1.0,25.5,31.5,automatic,10.1652537963,44.837559757,automatic,civile
PR32-00,Pozzo,PR,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,604589,4959501,66.7,109.0,,5.0,45.5,105.0,automatic,10.3219924035,44.7812543129,automatic,Acquedottistico
PR33-00,Pozzo,PR,PARMA,0350ER-DQ2-CCS,Conoide Taro - confinato superiore,600299,4963056,56.6,64.4,,1.0,32.0,55.0,automatic,10.2684817659,44.8138642083,automatic,Non in uso
PR34-00,Pozzo,PR,PARMA,0360ER-DQ2-CCS,Conoide Parma-Baganza - confinato superiore,605319,4963221,49.9,55.0,,2.0,34.0,46.0,automatic,10.3319871808,44.8146264421,automatic,civile
PR38-00,Pozzo,PR,COLLECCHIO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,596259,4961201,71.0,78.0,,2.0,53.0,78.0,automatic,10.2170484815,44.7977248667,automatic,Industriale
PR45-01,Pozzo,PR,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,600839,4953341,128.7,108.0,,,,,automatic,10.2733865152,44.7263525674,automatic,Acquedottistico
PR47-01,Pozzo,PR,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,605553,4953996,106.0,30.0,,,,,automatic,10.3330342145,44.731568346,automatic,Irriguo
PR54-01,Pozzo,PR,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,607354,4958917,60.0,103.3,,9.0,42.0,102.5,automatic,10.3568088967,44.7755885997,automatic,Acquedottistico
PR55-01,Pozzo,PR,PARMA,0360ER-DQ2-CCS,Conoide Parma-Baganza - confinato superiore,611838,4960151,45.8,93.0,,,,,automatic,10.4137347344,44.7860067605,automatic,Irriguo
PR57-02,Pozzo,PR,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,609058,4953996,91.0,40.0,,,,,automatic,10.3772864798,44.731043163,automatic,Irriguo
PR61-02,Pozzo,PR,MONTECHIARUGOLO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,608593,4949252,130.0,28.0,,,,,automatic,10.3704076799,44.6884187476,automatic,Domestico
PR61-05,Pozzo,PR,MONTECHIARUGOLO,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,606648,4948801,147.0,40.0,Fondo foro,1.0,35.0,40.0,automatic,10.3457752393,44.6846516346,automatic,Domestico
PR69-00,Pozzo,PR,MONTECHIARUGOLO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,611028,4954246,83.69,40.0,,2.0,9.0,26.0,automatic,10.4022124889,44.73299037,automatic,civile
PR76-00,Pozzo,PR,PARMA,0360ER-DQ2-CCS,Conoide Parma-Baganza - confinato superiore,608748,4960721,48.5,86.0,,6.0,23.5,82.7,automatic,10.3748074826,44.7916133651,automatic,Acquedottistico
PR77-00,Pozzo,PR,FONTANELLATO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,590991,4966781,61.7,93.0,,6.0,33.0,86.5,automatic,10.1514558547,44.8486373512,automatic,Acquedottistico
PR93-02,Pozzo,PR,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,606458,4956181,89.0,30.0,,,,,automatic,10.3449162785,44.7510990634,automatic,Domestico
PR94-00,Pozzo,PR,COLLECCHIO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,595642,4956836,103.5,25.0,,,,,automatic,10.208429383,44.7585215419,automatic,Domestico
PR99-00,Piezometro,PR,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,601967,4950366,149.1,175.0,,,,,automatic,10.2870335645,44.699417559,automatic,Monitoraggio
PRA0-00,Pozzo,PR,COLLECCHIO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,591559,4952941,117.5,10.0,,,,,automatic,10.1561527412,44.7239987699,automatic,Irriguo
PRA1-00,Pozzo,PR,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,602713,4950961,143.5,30.0,,,,,automatic,10.2965667604,44.7046661229,automatic,Zootecnico
PRA2-00,Pozzo,PR,SALA BAGANZA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,596597,4949571,194.0,10.3,,,,,automatic,10.2191186757,44.6930059319,automatic,Domestico
PRA5-01,Pozzo,PR,ROCCABIANCA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,592872,4983796,32.0,18.0,,,,,automatic,10.1783812229,45.001532346,automatic,Irriguo
PRA5-02,Pozzo,PR,ROCCABIANCA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,593275,4984280,32.0,30.0,,,,,automatic,10.183583192,45.0058354747,automatic,Irriguo
PRA6-00,Pozzo,PR,SORBOLO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,614301,4972981,25.0,30.0,,,,,automatic,10.4477490231,44.9010782017,automatic,Irriguo
PRA7-00,Pozzo,PR,COLORNO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,611088,4974251,25.5,110.0,,,,,automatic,10.4073441724,44.9130159744,automatic,Domestico
PRB3-00,Pozzo,PR,NOCETO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,593423,4962701,74.6,70.15,,2.0,15.0,65.0,automatic,10.1814748765,44.8116018023,automatic,Acquedottistico
PRB4-00,Piezometro,PR,FONTANELLATO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,591053,4966331,63.5,45.0,,1.0,8.0,45.0,automatic,10.1521595324,44.8445792827,automatic,Monitoraggio
PRB5-00,Pozzo,PR,SOLIGNANO,5030ER-AV2-VA,Depositi vallate App. Taro-Enza-Tresinaro,584579,4947421,158.0,11.5,,,,,automatic,10.0671162429,44.6751723523,automatic,Acquedottistico
PRB8-00,Pozzo,PR,PARMA,2360ER-DQ2-CCI,Conoide Parma-Baganza - confinato inferiore,611468,4957571,58.0,111.5,,,,,automatic,10.4084943898,44.7628456952,automatic,Irriguo
PRB9-00,Pozzo,PR,PARMA,2360ER-DQ2-CCI,Conoide Parma-Baganza - confinato inferiore,609420,4960060,51.0,150.0,,3.0,103.0,147.0,automatic,10.3831584321,44.7855620331,automatic,Acquedottistico
PRC0-00,Pozzo,PR,PARMA,2352ER-DQ2-CCI,Conoide Taro-Parola - confinato inferiore,597409,4963096,61.5,110.0,,,,,automatic,10.2319481578,44.8146242921,automatic,Irriguo
PR-F01-00,Pozzo,PR,POLESINE ZIBELLO,9015ER-DQ1-FPF,Freatico di pianura fluviale,591029,4984941,32.5,4.37,,,,,automatic,10.1552087568,45.012076312,automatic,Non in uso
PR-F01-01,Pozzo,PR,POLESINE ZIBELLO,9015ER-DQ1-FPF,Freatico di pianura fluviale,591454,4984386,32.0,4.55,,,,,automatic,10.1605002541,45.0070265984,automatic,Irriguo
PR-F06-00,Pozzo,PR,PARMA,9015ER-DQ1-FPF,Freatico di pianura fluviale,604719,4970511,36.7,6.81,,,,,automatic,10.325905435,44.8803229114,automatic,Non in uso
PR-F07-00,Pozzo,PR,SAN SECONDO PARMENSE,9015ER-DQ1-FPF,Freatico di pianura fluviale,598925,4974770,36.4,8.22,,,,,automatic,10.2533950663,44.919481693,automatic,Non in uso
PR-F09-01,Pozzo,PR,SORAGNA,9015ER-DQ1-FPF,Freatico di pianura fluviale,587184,4974510,49.3,6.57,,,,,automatic,10.1046194496,44.9186772657,automatic,Irriguo
PR-F10-01,Pozzo,PR,BUSSETO,9015ER-DQ1-FPF,Freatico di pianura fluviale,579735,4977078,48.9,6.52,,,,,automatic,10.0106614572,44.9426647065,automatic,Domestico
PR-F11-00,Pozzo,PR,FIDENZA,9015ER-DQ1-FPF,Freatico di pianura fluviale,586763,4968685,65.8,6.79,,,,,automatic,10.0982879644,44.8663011721,automatic,Non in uso
RA03-00,Pozzo,RA,MASSALOMBARDA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,724418,4924919,11.3,102.0,Fondo foro,1.0,95.0,102.0,automatic,11.8201658614,44.4427514984,automatic,Irriguo
RA05-00,Pozzo,RA,BAGNACAVALLO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,741015,4930369,5.0,108.0,Fondo foro,1.0,101.72,106.72,automatic,12.0309898501,44.4864106546,automatic,Non in uso
RA08-00,Pozzo,RA,FAENZA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,738690,4915703,15.0,96.0,Fondo foro,1.0,87.56,96.0,automatic,11.99504565,44.3553278646,automatic,
RA09-00,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,758180,4941791,0.43,273.0,,,142.0,150.0,automatic,12.2522369434,44.5831446513,automatic,Non in uso
RA09-01,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,758227,4940523,0.43,150.0,Fondo foro,1.0,142.0,150.0,automatic,12.2521920343,44.571730928,automatic,Zootecnico
RA12-01,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,755883,4938447,1.57,155.0,,,,,automatic,12.2216866056,44.5539074527,automatic,Non in uso
RA13-02,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,756201,4911624,2.08,215.0,Fondo foro,1.0,206.0,215.0,automatic,12.2124350449,44.3126934419,automatic,Irriguo
RA14-01,Pozzo,RA,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,745922,4913833,7.3,248.0,Fondo foro,1.0,242.0,248.0,automatic,12.0847802771,44.3361025509,automatic,Industriale
RA15-00,Pozzo,RA,CASTEL BOLOGNESE,0522ER-DQ2-CC,Conoide Senio - confinato,723585,4913863,29.82,31.74,,1.0,17.61,21.0,automatic,11.8049539369,44.3435931189,automatic,civile
RA17-01,Pozzo,RA,FAENZA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,730858,4912855,22.0,106.0,Fondo foro,1.0,100.0,106.0,automatic,11.8956359099,44.3322537622,automatic,Domestico
RA18-00,Pozzo,RA,FAENZA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,726769,4909433,38.2,67.0,Fondo foro,1.0,57.0,67.0,automatic,11.8429238617,44.3027715939,automatic,Domestico
RA21-01,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,766702,4912271,1.65,370.0,,,,,automatic,12.3442165103,44.3147319664,automatic,Irriguo
RA24-00,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,760513,4938208,1.2,265.3,Fondo foro,1.0,240.8,265.3,automatic,12.2797654226,44.5501010819,automatic,Non in uso
RA24-01,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,760474,4936523,0.7,183.5,,,,,automatic,12.2784242582,44.534970581,automatic,Irriguo
RA29-00,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,760044,4932212,0.7,251.0,Fondo foro,1.0,232.92,250.87,automatic,12.2708503605,44.4963784831,automatic,Irriguo
RA30-00,Pozzo,RA,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,752680,4930373,1.6,230.08,Fondo foro,1.0,218.0,230.08,automatic,12.1774708266,44.4824616754,automatic,Irriguo
RA33-00,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,761243,4922887,1.5,214.0,Fondo foro,1.0,206.3,213.6,automatic,12.2812052372,44.4121328783,automatic,Irriguo
RA33-01,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,761244,4922912,0.5,205.0,Fondo foro,1.0,187.0,205.0,automatic,12.2812303542,44.4123572195,automatic,Irriguo
RA34-00,Pozzo,RA,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,755369,4918940,2.9,207.5,Fondo foro,1.0,197.18,207.41,automatic,12.2056046675,44.3787487458,automatic,Domestico
RA34-02,Pozzo,RA,RAVENNA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,754282,4919291,3.9,120.0,,,,,automatic,12.192152433,44.3822857793,automatic,Domestico
RA35-00,Pozzo,RA,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,750390,4917832,4.9,237.0,Fondo foro,1.0,223.0,236.91,automatic,12.142665223,44.3705246449,automatic,Non in uso
RA35-01,Pozzo,RA,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,747923,4916849,8.5,230.0,,,,,automatic,12.1112790556,44.3625351332,automatic,Irriguo
RA36-00,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,763639,4917210,0.66,280.0,Fondo foro,1.0,265.0,280.0,automatic,12.3083708918,44.3602408549,automatic,Irriguo
RA36-01,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,761527,4918363,0.4,180.0,,,,,automatic,12.2824903776,44.3713683208,automatic,Irriguo
RA38-00,Pozzo,RA,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,759174,4907496,4.8,285.0,,2.0,256.0,282.0,automatic,12.2476058128,44.2745348371,automatic,Non in uso
RA39-00,Pozzo,RA,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,754064,4906316,9.55,180.0,Fondo foro,1.0,173.0,177.0,automatic,12.1831004051,44.2657291998,automatic,Non in uso
RA41-02,Pozzo,RA,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,764107,4912914,1.7,318.68,Fondo foro,1.0,286.0,318.0,automatic,12.3120571105,44.3214586964,automatic,Zootecnico
RA42-01,Pozzo,RA,RAVENNA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,755862,4924811,2.2,150.0,,,,,automatic,12.214675393,44.4313475929,automatic,Domestico
