station_code,station_type,province,municipality,gwb_code,gwb_name,x_utm_etrs89,y_utm_etrs89,ground_elevation_m,well_depth_m,filter_position,n_filters,filter_start_m,filter_end_m,source_type,lon,lat,metadata_source,use
RA33-00,Pozzo,RA,RAVENNA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,761243,4922887,1.5,214.0,Fondo foro,1.0,206.3,213.6,manual,12.2812052372,44.4121328783,manual,
RA33-01,Pozzo,RA,RAVENNA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,761244,4922912,0.5,205.0,Fondo foro,1.0,187.0,205.0,manual,12.2812303542,44.4123572195,manual,
RA34-00,Pozzo,RA,RAVENNA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,755369,4918940,2.9,207.5,Fondo foro,1.0,197.18,207.41,manual,12.2056046675,44.3787487458,manual,
RA34-02,Pozzo,RA,RAVENNA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,754282,4919291,3.9,120.0,,,,,manual,12.192152433,44.3822857793,manual,
RA35-00,Pozzo,RA,RAVENNA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,750390,4917832,4.9,237.0,Fondo foro,1.0,223.0,236.91,manual,12.142665223,44.3705246449,manual,
RA35-01,Pozzo,RA,RAVENNA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,747923,4916849,8.5,230.0,,,,,manual,12.1112790556,44.3625351332,manual,
RA36-00,Pozzo,RA,RAVENNA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,763639,4917210,0.66,280.0,Fondo foro,1.0,265.0,280.0,manual,12.3083708918,44.3602408549,manual,
RA36-01,Pozzo,RA,RAVENNA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,761527,4918363,0.4,180.0,,,,,manual,12.2824903776,44.3713683208,manual,
RA38-00,Pozzo,RA,RAVENNA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,759174,4907496,4.8,285.0,,2.0,256.0,282.0,manual,12.2476058128,44.2745348371,manual,
RA39-00,Pozzo,RA,RAVENNA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,754064,4906316,9.55,180.0,Fondo foro,1.0,173.0,177.0,manual,12.1831004051,44.2657291998,manual,
RA41-02,Pozzo,RA,RAVENNA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,764107,4912914,1.7,318.68,Fondo foro,1.0,286.0,318.0,manual,12.3120571105,44.3214586964,manual,
RA42-01,Pozzo,RA,RAVENNA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,755862,4924811,2.2,150.0,,,,,manual,12.214675393,44.4313475929,manual,
RA42-02,Pozzo,RA,RAVENNA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,750215,4924945,2.1,180.0,,,,,manual,12.1438979848,44.4345260148,manual,
RA44-00,Pozzo,RA,CONSELICE,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,722038,4933143,9.0,327.0,,,,,manual,11.7938224718,44.517436327,manual,
RA45-01,Pozzo,RA,RAVENNA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,751774,4936004,2.89,271.0,,,,,manual,12.1688391464,44.5333945523,manual,
RA47-00,Pozzo,RA,RAVENNA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,746633,4927545,4.1,325.2,Fondo foro,1.0,317.0,325.2,manual,12.1001941045,44.4591283648,manual,
RA47-02,Pozzo,RA,RAVENNA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,745830,4928479,3.8,130.0,Fondo foro,1.0,110.0,120.0,manual,12.090558346,44.4677981026,manual,
RA48-01,Pozzo,RA,FAENZA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,737141,4909916,19.0,281.28,,6.0,75.77,281.28,manual,11.9730033493,44.3038056402,manual,
RA48-02,Pozzo,RA,RUSSI,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,742338,4919132,9.6,253.0,Fondo foro,1.0,242.0,252.0,manual,12.0423534988,44.3849465134,manual,
RA49-00,Pozzo,RA,RAVENNA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,752304,4925658,1.1,229.0,Fondo foro,1.0,205.0,229.0,manual,12.1704529282,44.4402100729,manual,
RA53-04,Pozzo,RA,CERVIA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,765442,4909103,2.0,120.0,Fondo foro,1.0,114.0,120.0,manual,12.3268336302,44.2867197316,manual,
RA54-01,Pozzo,RA,CERVIA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,766736,4905970,1.3,350.0,Fondo foro,1.0,345.0,350.0,manual,12.3414265632,44.2580879367,manual,
RA54-02,Pozzo,RA,CERVIA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,766938,4906596,1.2,280.0,,,,,manual,12.3442720418,44.2636402568,manual,
RA54-03,Pozzo,RA,CERVIA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,763492,4906179,0.9,240.0,,,,,manual,12.3009612355,44.2611472893,manual,
RA54-04,Pozzo,RA,CERVIA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,766420,4906148,0.2,140.0,,,,,manual,12.3375652725,44.2598034235,manual,
RA55-02,Pozzo,RA,COTIGNOLA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,729890,4918790,18.0,300.0,,3.0,69.5,300.0,manual,11.8861303179,44.3859253981,manual,
RA58-00,Pozzo,RA,FUSIGNANO,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,735531,4928175,8.7,460.0,,4.0,236.0,451.0,manual,11.9611174959,44.4684936254,manual,
RA59-01,Pozzo,RA,BAGNACAVALLO,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,737143,4921852,9.0,408.1,Fondo foro,1.0,381.2,408.1,manual,11.9784644881,44.4111189766,manual,
RA60-01,Pozzo,RA,ALFONSINE,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,735399,4932471,4.76,250.0,,,,,manual,11.9614155503,44.5071606736,manual,
RA66-01,Pozzo,RA,RAVENNA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,757991,4912838,0.7,150.0,,,,,manual,12.2354441818,44.3229725812,manual,
RA67-00,Pozzo,RA,RAVENNA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,747675,4921574,4.3,275.0,,,,,manual,12.1104218587,44.4050958031,manual,
RA67-01,Pozzo,RA,RAVENNA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,747277,4920444,2.3,236.0,,,,,manual,12.1048930835,44.3950734495,manual,
RA71-00,Pozzo,RA,CONSELICE,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,726046,4937271,4.95,225.0,,,,,manual,11.8460010675,44.5533092327,manual,
RA73-00,Pozzo,RA,CERVIA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,769981,4902222,2.0,180.0,,,,,manual,12.3800758235,44.2232074581,manual,
RA73-01,Pozzo,RA,CERVIA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,768984,4904266,1.5,242.0,,,,,manual,12.3686640958,44.2419464704,manual,
RA76-03,Pozzo,RA,COTIGNOLA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,734106,4919319,16.0,356.0,,,,,manual,11.9392292738,44.3893326169,manual,
RA77-00,Pozzo,RA,CASTEL BOLOGNESE,IT080220ER-DQ1-CL,Conoide Senio - libero,722887,4911491,39.84,37.2,Fondo foro,1.0,29.0,35.2,manual,11.7951935256,44.3224781144,manual,
RA78-00,Pozzo,RA,FAENZA,IT080230ER-DQ1-CL,Conoide Lamone - libero,730747,4908299,33.0,45.0,Fondo foro,1.0,35.0,44.88,manual,11.8922311293,44.2913236663,manual,
RA79-00,Pozzo,RA,SOLAROLO,IT080522ER-DQ2-CC,Conoide Senio - confinato,726558,4915324,24.83,300.0,,,,,manual,11.8428414434,44.35580865,manual,
RA80-01,Pozzo,RA,RAVENNA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,748414,4919186,2.5,115.0,Fondo foro,1.0,103.0,115.0,manual,12.1185475295,44.3833758377,manual,
RA80-02,Pozzo,RA,RAVENNA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,748688,4920131,2.6,120.0,Fondo foro,1.0,114.0,120.0,manual,12.1224342311,44.3917770062,manual,
RA82-00,Pozzo,RA,RAVENNA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,747033,4929315,3.32,221.0,,,,,manual,12.1060592865,44.4749033077,manual,
RA84-01,Pozzo,RA,RAVENNA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,752295,4908913,11.06,180.0,Fondo foro,1.0,175.0,180.0,manual,12.1622237614,44.2896896481,manual,
RA85-00,Pozzo,RA,FAENZA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,737064,4904662,24.2,242.0,,3.0,129.0,242.0,manual,11.969656794,44.2565923233,manual,
RA89-00,Pozzo,RA,FAENZA,IT080532ER-DQ2-CC,Conoide Lamone - confinato,728640,4908289,38.6,87.63,,1.0,52.0,87.63,manual,11.8658501263,44.2918990934,manual,
RA89-02,Pozzo,RA,FAENZA,IT080532ER-DQ2-CC,Conoide Lamone - confinato,731384,4905584,45.2,65.0,,,,,manual,11.8990036737,44.2667093373,manual,
RA90-00,Pozzo,RA,FAENZA,IT080230ER-DQ1-CL,Conoide Lamone - libero,727550,4905022,45.0,15.3,Fondo foro,1.0,10.3,15.3,manual,11.8507826791,44.2628643543,manual,
RAA1-00,Pozzo,RA,CASTEL BOLOGNESE,IT080220ER-DQ1-CL,Conoide Senio - libero,723285,4911696,37.9,60.0,Fondo foro,1.0,42.5,58.0,manual,11.8002666281,44.3241993238,manual,
RAA2-00,Pozzo,RA,RIOLO TERME,IT085090ER-AV2-VA,Depositi vallate App. Senio-Savio,715831,4905590,82.0,12.0,,,,,manual,11.7043662586,44.2715408295,manual,
RA-F01-00,Pozzo,RA,CONSELICE,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,728959,4940178,5.0,5.73,,,,,manual,11.8839230442,44.5785272618,manual,
RA-F06-00,Piezometro,RA,RAVENNA,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,755574,4929643,1.12,10.0,,,,,manual,12.2134459265,44.4748823479,manual,
RA-F13-01,Pozzo,RA,BAGNACAVALLO,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,737935,4924053,8.3,7.0,,,,,manual,11.9894074744,44.4306475297,manual,
RA-F14-00,Pozzo,RA,RUSSI,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,745191,4920756,5.8,7.25,,,,,manual,12.0788855319,44.3985869357,manual,
RA-F16-00,Piezometro,RA,RAVENNA,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,765347,4915210,1.0,10.5,,,,,manual,12.3287497823,44.3416429392,manual,
RA-F22-00,Pozzo,RA,RAVENNA,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,747972,4908087,13.9,7.7,,,,,manual,12.1077279095,44.2837504879,manual,
RA-F23-01,Pozzo,RA,CERVIA,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,758727,4902869,16.0,11.0,,,,,manual,12.2397269457,44.2331032168,manual,
RE01-03,Pozzo,RE,BRESCELLO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,616999,4968726,28.6,130.0,,,,,manual,10.4809280382,44.8623487651,manual,
RE03-01,Pozzo,RE,GUALTIERI,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,629018,4969333,19.07,60.0,,,,,manual,10.6331554629,44.8657371296,manual,
RE04-00,Pozzo,RE,POVIGLIO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,622139,4966148,28.37,108.0,Fondo foro,1.0,105.5,108.0,manual,10.5453443784,44.8382875795,manual,
RE06-00,Pozzo,RE,GATTATICO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,616008,4965393,33.42,113.0,Fondo foro,1.0,110.0,113.0,manual,10.4676264694,44.8325163519,manual,
RE10-00,Pozzo,RE,GUASTALLA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,630724,4975490,22.13,112.0,Fondo foro,1.0,85.0,112.0,manual,10.6563316164,44.9208290515,manual,
RE14-01,Pozzo,RE,CAMPAGNOLA EMILIA,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,638714,4966789,24.71,97.0,,,,,manual,10.755139656,44.8410256455,manual,
RE15-00,Pozzo,RE,CAMPAGNOLA EMILIA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,638692,4964900,25.86,170.0,,,,,manual,10.7543455275,44.8240327681,manual,
RE16-01,Pozzo,RE,CAMPEGINE,IT082370ER-DQ2-CCI,Conoide Enza - confinato inferiore,618355,4958394,39.0,120.0,,1.0,86.0,89.0,manual,10.4956799907,44.7691458048,manual,
RE18-03,Pozzo,RE,CADELBOSCO DI SOPRA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,628927,4964032,22.3,240.0,Fondo foro,1.0,238.0,240.0,manual,10.6306575377,44.8180524259,manual,
RE19-01,Pozzo,RE,BAGNOLO IN PIANO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,632515,4957696,32.0,70.0,Fondo foro,1.0,65.0,70.0,manual,10.6743695289,44.7603816468,manual,
RE19-02,Pozzo,RE,BAGNOLO IN PIANO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,632048,4958671,32.0,75.0,,,,,manual,10.6687239682,44.7692415048,manual,
RE19-03,Pozzo,RE,BAGNOLO IN PIANO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,631967,4957053,33.2,70.0,,,,,manual,10.6672818642,44.7546969056,manual,
RE21-00,Pozzo,RE,CORREGGIO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,643429,4959572,29.1,116.0,Fondo foro,1.0,108.0,111.0,manual,10.8127331996,44.7751568853,manual,
RE22-00,Pozzo,RE,SANT'ILARIO D'ENZA,IT082370ER-DQ2-CCI,Conoide Enza - confinato inferiore,616819,4954961,60.67,90.0,,3.0,45.0,86.0,manual,10.4754891597,44.7385036531,manual,
RE23-00,Pozzo,RE,REGGIO NELL'EMILIA,IT080370ER-DQ2-CCS,Conoide Enza - confinato superiore,623908,4955035,38.7,74.0,,3.0,27.2,73.6,manual,10.5650127694,44.7379778712,manual,
RE23-01,Pozzo,RE,REGGIO NELL'EMILIA,IT082370ER-DQ2-CCI,Conoide Enza - confinato inferiore,624032,4954957,38.7,267.5,,5.0,129.64,259.96,manual,10.5665594031,44.7372544817,manual,
RE23-02,Pozzo,RE,REGGIO NELL'EMILIA,IT080370ER-DQ2-CCS,Conoide Enza - confinato superiore,623977,4954802,38.7,33.5,,,,,manual,10.5658273441,44.7358691656,manual,
RE24-00,Pozzo,RE,REGGIO NELL'EMILIA,IT082370ER-DQ2-CCI,Conoide Enza - confinato inferiore,623901,4955026,38.98,278.0,,6.0,132.94,263.86,manual,10.5649222042,44.7378980917,manual,
RE25-00,Pozzo,RE,CAVRIAGO,IT082370ER-DQ2-CCI,Conoide Enza - confinato inferiore,620162,4952943,58.99,160.0,,7.0,52.0,156.0,manual,10.5172235982,44.7197900372,manual,
RE25-01,Piezometro,RE,CAVRIAGO,IT082370ER-DQ2-CCI,Conoide Enza - confinato inferiore,619416,4952951,60.47,84.0,Fondo foro,1.0,69.0,84.0,manual,10.5078093761,44.7199867621,manual,
RE26-00,Pozzo,RE,CAVRIAGO,IT082370ER-DQ2-CCI,Conoide Enza - confinato inferiore,621961,4951098,59.65,150.0,,9.0,50.5,76.0,manual,10.5394902013,44.7028826613,manual,
RE31-00,Pozzo,RE,SAN MARTINO IN RIO,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,641894,4952670,38.32,165.0,Fondo foro,1.0,152.5,157.5,manual,10.7914229439,44.7133594741,manual,
RE32-00,Pozzo,RE,MONTECCHIO EMILIA,IT080090ER-DQ1-CL,Conoide Enza - libero,614113,4949322,106.66,80.0,,1.0,30.5,37.5,manual,10.4400624465,44.6881917072,manual,
RE33-00,Pozzo,RE,BIBBIANO,IT080090ER-DQ1-CL,Conoide Enza - libero,615503,4948290,112.72,56.0,,4.0,20.0,56.0,manual,10.4573651734,44.6786817117,manual,
RE33-02,Pozzo,RE,BIBBIANO,IT080090ER-DQ1-CL,Conoide Enza - libero,615874,4947650,116.2,61.0,,1.0,18.0,59.0,manual,10.4618999184,44.672862206,manual,
RE34-03,Pozzo,RE,REGGIO NELL'EMILIA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,627945,4955902,37.2,85.0,,,,,manual,10.6161993419,44.7450697908,manual,
RE36-00,Pozzo,RE,REGGIO NELL'EMILIA,IT082380ER-DQ2-CCI,Conoide Crostolo-Tresinaro - confinato inferiore,633837,4948233,54.79,109.0,Fondo foro,1.0,82.0,101.0,manual,10.6885871431,44.6749832137,manual,
RE37-00,Pozzo,RE,REGGIO NELL'EMILIA,IT080650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,625488,4946534,100.41,90.0,,3.0,41.5,80.7,manual,10.5828751182,44.6612025655,manual,
RE38-03,Pozzo,RE,RUBIERA,IT080390ER-DQ2-CCS,Conoide Secchia - confinato superiore,641074,4948577,46.0,60.0,,,,,manual,10.7799464876,44.6766923228,manual,
RE39-00,Pozzo,RE,REGGIO NELL'EMILIA,IT080380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,633322,4946975,57.38,28.0,Fondo foro,1.0,24.0,26.0,manual,10.6817648457,44.6637588876,manual,
RE42-03,Pozzo,RE,REGGIO NELL'EMILIA,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,634445,4954582,38.0,50.0,,,,,manual,10.6979243705,44.7320006593,manual,
RE43-00,Pozzo,RE,ALBINEA,IT080650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,630696,4942166,111.93,41.0,Fondo foro,1.0,37.0,41.0,manual,10.6474280046,44.6209667465,manual,
RE44-00,Pozzo,RE,ALBINEA,IT080650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,631486,4942979,91.3,90.0,,4.0,26.6,72.9,manual,10.6575900768,44.6281386774,manual,
RE45-00,Pozzo,RE,RUBIERA,IT082390ER-DQ2-CCI,Conoide Secchia - confinato inferiore,641743,4945300,53.38,305.0,,6.0,243.0,295.0,manual,10.7874766972,44.6470738001,manual,
RE46-00,Pozzo,RE,SCANDIANO,IT080380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,637544,4942699,67.72,48.0,Fondo foro,1.0,46.0,48.0,manual,10.7338516823,44.6244853837,manual,
RE46-01,Pozzo,RE,SCANDIANO,IT080380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,636501,4943043,70.9,64.0,,,,,manual,10.7208012451,44.6277796638,manual,
RE47-00,Pozzo,RE,CASALGRANDE,IT082390ER-DQ2-CCI,Conoide Secchia - confinato inferiore,641368,4942502,62.3,258.0,Fondo foro,1.0,213.0,247.0,manual,10.7819790791,44.6219709002,manual,
RE48-00,Pozzo,RE,CASALGRANDE,IT080380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,637473,4939413,94.07,30.0,,,,,manual,10.7320778047,44.5949301494,manual,
RE48-03,Pozzo,RE,SCANDIANO,IT080110ER-DQ1-CL,Conoide Tresinaro - libero,635422,4940058,89.0,30.0,,,,,manual,10.7064178464,44.6011231395,manual,
RE48-04,Pozzo,RE,SCANDIANO,IT080380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,637693,4941644,68.0,36.0,,,,,manual,10.7354461898,44.614963555,manual,
RE49-01,Pozzo,RE,CASALGRANDE,IT080390ER-DQ2-CCS,Conoide Secchia - confinato superiore,638432,4939123,88.88,80.0,,,,,manual,10.7440769999,44.592136764,manual,
RE50-00,Pozzo,RE,CASALGRANDE,IT080120ER-DQ1-CL,Conoide Secchia - libero,641180,4939682,79.85,158.0,,6.0,55.0,156.0,manual,10.778835526,44.5966329266,manual,
RE53-02,Pozzo,RE,ROLO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,645934,4972889,18.7,81.0,Fondo foro,1.0,67.0,81.0,manual,10.8482036928,44.894469885,manual,
RE54-00,Pozzo,RE,SANT'ILARIO D'ENZA,IT080090ER-DQ1-CL,Conoide Enza - libero,614257,4956182,63.77,113.0,,5.0,11.0,113.0,manual,10.4434134957,44.7499054441,manual,
RE54-02,Pozzo,RE,SANT'ILARIO D'ENZA,IT080090ER-DQ1-CL,Conoide Enza - libero,614059,4955328,66.0,50.0,,,,,manual,10.4407219889,44.7422514726,manual,
RE55-00,Pozzo,RE,REGGIO NELL'EMILIA,IT082380ER-DQ2-CCI,Conoide Crostolo-Tresinaro - confinato inferiore,627553,4950455,55.35,150.0,,3.0,90.0,146.0,manual,10.6098893581,44.6961232477,manual,
RE58-00,Pozzo,RE,GUASTALLA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,636117,4975145,20.2,119.0,,,,,manual,10.7245401066,44.9167134568,manual,
RE60-00,Pozzo,RE,BORETTO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,623377,4973053,22.51,110.0,,,,,manual,10.562683009,44.90021119,manual,
RE68-00,Pozzo,RE,RIO SALICETO,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,642964,4965924,22.6,225.0,Fondo foro,1.0,220.0,225.0,manual,10.808644704,44.8324037048,manual,
RE68-02,Pozzo,RE,RIO SALICETO,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,642668,4963947,25.0,181.0,,1.0,178.0,181.0,manual,10.80434671,44.8146744174,manual,
RE69-00,Pozzo,RE,SANT'ILARIO D'ENZA,IT080090ER-DQ1-CL,Conoide Enza - libero,615347,4955861,60.8,112.0,Fondo foro,1.0,81.0,100.0,manual,10.4571064929,44.7468417902,manual,
RE70-00,Pozzo,RE,QUATTRO CASTELLA,IT080650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,621239,4944491,138.3,88.0,,3.0,46.0,74.0,manual,10.5288154255,44.6435472134,manual,
RE71-00,Pozzo,RE,MONTECCHIO EMILIA,IT080090ER-DQ1-CL,Conoide Enza - libero,613417,4947904,116.0,57.0,,1.0,43.0,48.0,manual,10.4309677053,44.6755406484,manual,
RE72-02,Pozzo,RE,BIBBIANO,IT080090ER-DQ1-CL,Conoide Enza - libero,614707,4946585,127.1,70.0,,,,,manual,10.446942898,44.6634651481,manual,
RE73-01,Pozzo,RE,REGGIO NELL'EMILIA,IT082370ER-DQ2-CCI,Conoide Enza - confinato inferiore,624110,4950447,57.8,63.0,Fondo foro,1.0,60.0,63.0,manual,10.5664485806,44.6966554633,manual,
RE74-00,Pozzo,RE,BIBBIANO,IT080650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,619199,4949267,100.0,44.0,,1.0,35.0,38.0,manual,10.5042114166,44.6868695247,manual,
RE75-01,Pozzo,RE,REGGIO NELL'EMILIA,IT080100ER-DQ1-CL,Conoide Crostolo - libero,627347,4946952,85.0,30.5,Fondo foro,1.0,23.0,28.0,manual,10.6064188691,44.6646367621,manual,
RE76-00,Pozzo,RE,REGGIO NELL'EMILIA,IT082380ER-DQ2-CCI,Conoide Crostolo-Tresinaro - confinato inferiore,630151,4946622,65.3,103.0,Fondo foro,1.0,100.0,103.0,manual,10.6416917744,44.661164254,manual,
RE77-00,Pozzo,RE,ALBINEA,IT080650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,627659,4942140,145.0,70.0,Fondo foro,1.0,64.0,66.0,manual,10.6091552678,44.6212784765,manual,
RE77-01,Pozzo,RE,ALBINEA,IT080650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,627726,4942145,143.0,100.0,Fondo foro,,,,manual,10.6100007215,44.6213115707,manual,
RE78-00,Pozzo,RE,QUATTRO CASTELLA,IT080380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,623581,4943104,149.1,100.0,,2.0,29.1,50.3,manual,10.558002983,44.6306662814,manual,
RE79-01,Pozzo,RE,BIBBIANO,IT080650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,616803,4945480,135.0,60.0,Fondo foro,1.0,40.0,60.0,manual,10.4731218635,44.653182727,manual,
RE80-01,Pozzo,RE,CASALGRANDE,IT080110ER-DQ1-CL,Conoide Tresinaro - libero,636801,4939110,102.4,101.0,,,,,manual,10.7235342183,44.5923316765,manual,
RE80-03,Pozzo,RE,SCANDIANO,IT080650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,634705,4938158,139.0,20.0,,,,,manual,10.6968893431,44.5841603784,manual,
RE80-04,Pozzo,RE,CASALGRANDE,IT080650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,637736,4937195,132.0,78.0,,,,,manual,10.7347960699,44.5749212956,manual,
RE81-00,Pozzo,RE,REGGIO NELL'EMILIA,IT080380ER-DQ2-CCS,Conoide Crostolo-Tresinaro - confinato superiore,631235,4952549,40.2,60.0,,,,,manual,10.6568795743,44.7143019449,manual,
RE82-00,Pozzo,RE,MONTECCHIO EMILIA,IT080090ER-DQ1-CL,Conoide Enza - libero,613605,4948382,116.0,67.0,,1.0,45.0,52.0,manual,10.4334450144,44.6798127239,manual,
RE83-00,Pozzo,RE,CANOSSA,IT085030ER-AV2-VA,Depositi vallate App. Taro-Enza-Tresinaro,611593,4939680,190.0,5.5,,,,,manual,10.4061723962,44.601812454,manual,
RE84-00,Pozzo,RE,SCANDIANO,IT080110ER-DQ1-CL,Conoide Tresinaro - libero,631535,4937605,121.3,10.0,,,,,manual,10.6568320632,44.5797702644,manual,
RE85-00,Pozzo,RE,REGGIO NELL'EMILIA,IT080100ER-DQ1-CL,Conoide Crostolo - libero,627808,4948101,74.2,14.2,,,,,manual,10.6125185985,44.6748945424,manual,
RE85-01,Pozzo,RE,REGGIO NELL'EMILIA,IT080100ER-DQ1-CL,Conoide Crostolo - libero,627138,4949623,63.0,55.0,Fondo foro,,,,manual,10.6044467717,44.6887098844,manual,
RE86-00,Pozzo,RE,CASTELLARANO,IT085040ER-AV2-VA,Depositi vallate App. Secchia,634199,4926401,181.0,17.0,,,,,manual,10.6874594118,44.478456575,manual,
RE86-01,Pozzo,RE,CASTELLARANO,IT085040ER-AV2-VA,Depositi vallate App. Secchia,633255,4926551,197.0,15.0,,,,,manual,10.6756329782,44.4799811373,manual,
